index,tm,num_atms,r2extent,edmn,eqmn,total_energy,hlg,cpe,cce,cde,cre,ctne,smd
6548,349.15,41,11129.9274,5.056837989,22.32141364,-1423.993361,0.22717,-13.18,46.01,-28.91,2.09,19.19,9.78
6549,334.15,33,3561.683,3.126655518,6.742381056,-672.9686785,0.28624,-11.6,33.31,-23.09,1.86,12.07,6.27
6550,471.15,43,5717.1551,3.201333981,12.20407906,-978.9471139,0.1697,-11.69,40.2,-28.86,2.17,13.51,5.94
6551,367.15,18,1956.3452,6.925399591,22.37968828,-419.1734671,0.18908,-14.38,22.71,-16.28,1.32,7.76,5.28
6552,310.15,17,3771.7428,3.890309943,15.40157876,-1042.960083,0.19454,-6.37,24.29,-17.81,1.38,7.86,5.72
6553,440.15,33,16107.306,4.763815868,23.49476491,-3468.735451,0.12198,-14.32,42.43,-30.27,2.32,14.48,8.69
6554,464.15,18,2700.9209,7.460620626,9.265427272,-1007.046599,0.14632,-18.36,24.51,-18.54,1.48,7.46,6.14
6555,404.15,30,6996.7503,1.767081676,22.41470811,-841.6483089,0.17371,-11.96,35.49,-25.72,1.99,11.76,8.48
6556,313.15,22,5932.8332,1.772009791,5.922948069,-3133.342996,0.18851,-5.1,28.9,-21.59,1.66,8.96,3.98
6557,489.65,50,12380.2217,2.478944844,14.82375339,-999.8779506,0.17098,-13.36,50.91,-34.18,2.67,19.4,7.82
6558,390.15,14,1333.4286,2.628150469,17.44853289,-816.9636323,0.26531,-18.63,19.33,-14.9,1.19,5.62,4.44
6559,330.15,21,3280.5613,3.677724506,9.31974993,-1520.897315,0.22186,-6.22,29.48,-19.29,1.66,11.84,4.84
6560,464.15,21,4166.124,2.128638694,11.54662019,-607.7124137,0.18934,-14.79,25.42,-19.02,1.5,7.9,5.89
6561,433.15,32,7165.7573,6.077735208,19.36630763,-818.905912,0.14637,-16.62,36.32,-26.76,2.02,11.58,5.92
6562,330.15,29,3156.6459,3.590869734,10.99798651,-596.3064614,0.20932,-10.8,29.54,-21.93,1.71,9.32,4.79
6563,330.15,17,3498.9261,4.487096541,2.985191903,-922.3479065,0.23033,-7.28,25.06,-17.28,1.25,9.03,5.65
6564,409.15,11,922.1285,4.758353225,11.98103344,-417.6412881,0.2419,-20.45,15.74,-11.99,1.04,4.79,5.48
6565,335.15,19,2923.732,1.365919756,9.381047198,-1305.27182,0.22589,-8.78,25.5,-18.98,1.54,8.06,3.89
6566,419.15,56,10563.7794,2.547276108,34.44601958,-1045.234454,0.22299,-13.57,49.26,-33.79,2.51,17.98,8.47
6567,364.15,46,13066.6265,3.791231074,26.06059937,-977.2992412,0.14138,-13.03,47.34,-33.14,2.5,16.7,6.96
6568,408.15,90,46667.7457,3.233102723,31.27684333,-2672.550657,0.18579,-40.28,95.06,-55.67,4.21,43.61,22.6
6569,322.15,20,3409.5783,4.318244156,15.12368331,-1033.04837,0.19408,-10.24,26.91,-19.08,1.52,9.36,6.26
6570,406.15,55,15911.0634,5.524041888,43.30670258,-1136.272881,0.1899,-15.58,57.21,-37,2.9,23.11,10.35
6571,322.15,56,33575.999,4.627732241,11.86287832,-2712.081239,0.22315,-9.84,64.45,-41.08,2.74,26.11,15.68
6572,439.15,40,9957.2393,7.077583744,25.94964865,-1424.997187,0.16343,-24.48,45.03,-31.49,2.31,15.85,5.97
6573,464.15,27,4794.8597,3.292744105,21.44032378,-649.2281463,0.17676,-15.42,31.25,-22.84,1.8,10.21,5.32
6574,403.15,45,7745.2578,3.715724009,16.15559177,-943.0532214,0.21525,-14.3,45.87,-30.09,2.3,18.08,7.73
6575,426.15,38,11298.0733,4.444399809,23.31394119,-3658.39153,0.12841,-13.56,46.35,-31.26,2.46,17.56,10.24
6576,339.65,39,7000.7012,0.189266637,3.22406158,-1062.476979,0.22306,-7.21,44.13,-27.7,2.22,18.65,8.51
6577,399.15,29,3925.2414,2.888043866,15.15203273,-708.4427566,0.20015,-15.47,30.88,-22.83,1.74,9.79,5.01
6578,408.15,25,3331.7334,6.503445774,19.02232299,-630.9833029,0.16652,-16.75,29.05,-21.11,1.63,9.57,6.8
6579,478.15,36,13441.4116,1.343289075,38.77786296,-1604.942508,0.1285,-27.22,44.93,-32.14,2.34,15.13,8.96
6580,378.15,51,28506.1658,3.107673157,29.03432979,-2790.232369,0.16832,-18.34,61.86,-44.02,3.31,21.15,7.12
6581,352.15,45,8964.3409,2.05947067,14.01973749,-1092.263695,0.18706,-15.84,48.56,-31.69,2.51,19.38,10.47
6582,426.15,63,11738.0845,2.017282918,15.57883667,-1199.05181,0.2584,-10.78,53.38,-36.85,2.73,19.26,8.47
6583,481.15,27,6081.8163,4.322964268,11.50468083,-943.056781,0.1702,-11.68,33.67,-23.21,1.71,12.17,-1.36
6584,382.15,38,5404.5989,1.667365461,7.276930034,-920.6473921,0.31258,-14.46,38.59,-26.33,2.04,14.31,5.95
6585,453.65,40,10544.4393,4.783253343,22.81255225,-1088.155939,0.2108,-9.22,44.87,-29.75,2.27,17.4,7.41
6586,501.15,52,15629.6175,1.637640489,7.600589775,-1497.237623,0.16238,-11.12,56.96,-38.93,2.99,21.02,8.51
6587,453.15,21,2432.1601,3.905967641,17.80500529,-495.6394648,0.20551,-13.47,24.8,-18.39,1.5,7.91,5.32
6588,457.15,33,11365.923,1.733673378,28.4194867,-1759.627144,0.129,-12.46,43.7,-30.44,2.2,15.46,8
6589,381.15,40,8240.4644,3.098332321,19.80847176,-935.8656126,0.20554,-12.56,42.95,-29.82,2.33,15.47,5.14
6590,441.15,52,32685.89,5.675840718,19.13387635,-2443.750465,0.1703,-16.55,61.45,-43.47,3.18,21.15,8.2
6591,470.15,60,8933.2679,2.902910204,16.49241658,-1271.839771,0.19963,-17.48,51.06,-34.21,2.47,19.32,8.94
6592,299.15,19,1956.1042,3.272314134,15.90593436,-502.3543556,0.23055,-10.35,24.1,-16.75,1.32,8.66,5.97
6593,310.15,27,3739.4976,1.728985815,10.95249128,-557.9800983,0.19668,-9.79,30.57,-21.9,1.74,10.41,4.84
6594,507.15,68,12495.6203,5.366642396,23.12199149,-1538.046277,0.21436,-24.06,57.94,-37.79,2.71,22.85,11.37
6595,494.15,36,5974.6064,2.833181676,17.9107508,-788.0583259,0.12467,-9.09,36.24,-27.08,1.99,11.15,6.45
6596,482.15,40,8612.0094,2.162204676,14.78517113,-1051.784479,0.15699,-17.67,43.64,-30.36,2.33,15.6,7.95
6597,378.15,54,13688.4326,2.270657132,12.07846473,-1379.474709,0.22077,-18.8,55.29,-36.31,2.8,21.79,12.98
6598,428.15,20,2593.9982,4.098463655,17.52871739,-610.5813575,0.18047,-13.05,24.23,-18.06,1.43,7.6,6.86
6599,428.15,26,5602.4912,1.913228261,18.79955876,-1009.115015,0.1576,-12.65,31.75,-24.29,1.81,9.28,3.65
6600,580.15,48,15555.708,3.089300817,32.8074668,-1399.736914,0.16166,-449333.13,71.21,-46.74,3.37,27.84,9.48
6601,473.15,72,25907.9539,4.575276501,46.60170982,-1607.952753,0.19903,-34.2,68.86,-45.76,3.5,26.6,11.16
6602,333.15,20,6940.3931,1.811961724,7.011751668,-3454.604158,0.18187,-9.65,28.57,-21.1,1.7,9.17,3.77
6603,362.15,16,3119.9221,3.695401135,7.174139596,-652.0048677,0.16456,-87449.71,26.15,-19.79,1.53,7.89,8.64
6604,412.15,32,9513.4056,6.344093987,20.83539392,-1100.169111,0.15976,-15.35,39.18,-27.71,2.09,13.56,11.68
6605,403.15,33,8016.3201,3.09114122,25.5378154,-914.2232311,0.13802,-15.97,37.51,-26.99,2.08,12.59,7.85
6606,314.65,16,5664.206,2.777684449,7.755364517,-5488.379274,0.2123,-5.38,24.9,-19.25,1.57,7.22,2.8
6607,396.15,31,5616.5041,5.811176723,24.10457505,-780.7559525,0.12877,-14.76,35.42,-24.82,1.93,12.53,5.12
6608,339.15,39,15629.8849,3.364609827,16.23916944,-2418.456947,0.19996,-8.57,49.6,-32.26,2.12,19.46,12.57
6609,330.65,22,2991.9767,4.579509909,15.85602563,-537.4968166,0.15449,-10.95,26.53,-19.24,1.54,8.83,6.47
6610,474.15,29,10002.2057,4.959187309,17.50663176,-1057.037149,0.13179,-17.79,36.76,-26.6,2,12.15,10.01
6611,331.15,22,4834.0788,5.389956253,8.407232066,-984.4935766,0.2129,-12.71,29.7,-20.47,1.54,10.77,8.13
6612,432.15,32,7948.4161,3.047164887,24.4542467,-1617.906388,0.15301,-15.11,40.34,-27.83,2.05,14.56,6.52
6613,416.15,31,8841.4259,2.768927419,15.54773024,-1716.431849,0.16512,-10.97,39.29,-28.31,2.11,13.09,7.26
6614,334.15,48,5098.8679,0.078592493,0.383161324,-629.0227264,0.36449,-0.98,42.09,-28.37,2.2,15.92,4.56
6615,308.15,18,2708.3155,1.863164311,9.35267078,-1205.565925,0.18757,-4.95,25.04,-19.24,1.48,7.28,3.64
6616,472.15,38,8417.4338,0.908135111,34.17306033,-934.6482857,0.17753,-19.94,42.08,-29.03,2.24,15.3,9.05
6617,333.15,21,3032.7868,1.211155659,20.49436269,-590.6981679,0.18034,-13.31,26.1,-18.61,1.51,9,7
6618,499.15,36,11184.6781,1.770158821,21.6822179,-1095.854896,0.12657,-20.32,42.16,-30.31,2.25,14.1,5.12
6619,388.15,16,3275.7642,2.35070264,4.872953391,-1262.108519,0.19885,-9.73,23.88,-17.99,1.48,7.37,3.89
6620,419.15,26,4587.9692,3.257412042,22.77668518,-727.0764912,0.1612,-15.98,30.67,-22.54,1.74,9.88,6.23
6621,450.65,71,33283.0348,5.076263825,59.64167886,-1902.997544,0.18357,-31.26,75.25,-47.81,3.6,31.04,11.42
6622,301.15,22,3681.1687,2.273094686,11.90801964,-611.7216094,0.27577,-12.76,28.72,-20.03,1.71,10.4,8.12
6623,406.15,26,6090.1625,2.176367866,15.69606496,-1091.522443,0.17562,-9.34,32.45,-23.44,1.85,10.86,5.26
6624,269.15,43,5765.2575,1.243395617,7.199268505,-1212.823399,0.26927,-11.9,45.84,-27.21,2.21,20.84,9.94
6625,362.15,22,3186.1637,2.087555724,6.916124818,-607.9306092,0.2214,-14.71,26.91,-19.36,1.58,9.13,5.53
6626,365.15,37,11366.3543,5.881160976,24.87964914,-921.1567083,0.15058,-15.89,41.8,-29.77,2.27,14.31,7.83
6627,333.15,17,4905.872,4.059941383,11.34008379,-1904.473839,0.18521,-12.66,28.28,-21.1,1.62,8.81,5.57
6628,344.15,22,2512.7615,5.229826969,14.61987586,-686.7992782,0.20883,-14.58,27.07,-19.43,1.55,9.19,6.6
6629,455.65,37,9190.9196,2.860118903,21.68581802,-1686.581686,0.21668,-17.43,43.57,-29.19,2.36,16.74,5.2
6630,302.65,25,5537.512,2.104863675,9.032333277,-1998.562998,0.18018,-8.08,35.46,-26.38,2.02,11.1,6.04
6631,437.15,32,11336.5018,1.964466554,18.53463832,-1860.321722,0.15769,-12.43,40.79,-28.07,1.89,14.61,14.21
6632,282.15,18,3458.986,2.895336537,6.100886218,-919.7192442,0.21648,-7.31,24.66,-18.29,1.49,7.86,5.36
6633,497,45,14659.097,4.075704556,39.61864719,-1390.614943,0.12362,-22.66,50.83,-34.64,2.65,18.84,14.14
6634,371.15,18,9805.2467,3.651411549,6.561312388,-2447.707043,0.19123,-14.34,30.46,-22.62,1.77,9.61,6.36
6635,479.15,40,12931.306,1.142071981,25.26379953,-1420.122703,0.11909,-15.09,45.23,-31.98,2.39,15.63,8.32
6636,498.15,39,5203.8114,2.965005911,17.45621053,-1195.414377,0.27154,-32.66,36.66,-27.28,2.05,11.42,4.03
6637,465.5,34,5416.7444,3.882307074,13.06716836,-756.8870473,0.16569,-9,34.86,-25.01,1.92,11.76,5.92
6638,413.15,38,10572.7529,3.246046736,14.92170248,-860.3976622,0.17339,-16.67,41.99,-30.26,2.3,14.03,6.77
6639,413.5,47,8373.5264,2.160703307,13.65817595,-965.1562989,0.20704,-11.31,47.05,-31.68,2.42,17.79,8.2
6640,409.15,51,11869.7396,2.805473587,15.02554109,-1055.786773,0.17481,-15.17,53.66,-35.53,2.78,20.91,7.18
6641,356.65,18,2501.8389,3.02060241,16.60369406,-559.3599751,0.23324,-10.51,22.51,-16.65,1.32,7.19,5.4
6642,303.15,16,1478.5546,3.771096155,12.88193629,-400.9337896,0.15778,-11.46,20.4,-15.06,1.23,6.57,4.58
6643,349.15,16,3716.3593,4.782536945,19.23199615,-1282.980083,0.22264,-9.92,24.68,-17.58,1.41,8.51,5.12
6644,374.15,22,1913.7488,1.495625361,10.40501695,-781.6782897,0.20714,-8.8,25.75,-19.07,1.51,8.2,3.49
6645,351.15,28,4377.207,5.537589921,25.36930475,-683.4970972,0.19731,-15.9,33.22,-22.71,1.79,12.3,5.87
6646,358.15,32,5351.515,7.635024558,37.12011329,-730.7224005,0.16337,-15.76,34.05,-24,1.86,11.91,6.39
6647,445.15,38,14543.9047,3.690353059,18.10206099,-1346.796037,0.187,-14.95,44.13,-30.26,2.22,16.09,9.92
6648,321.15,31,3850.4596,1.740515108,9.122862553,-655.4742853,0.17939,-9.04,31.69,-23.2,1.8,10.29,5.22
6649,480.15,24,3764.26,0.108304155,22.80742557,-613.6853443,0.17181,-10.23,28.45,-20.27,1.62,9.8,5.55
6650,370.15,13,1758.8319,2.103412325,7.611417087,-774.0264448,0.17082,-88322.21,22.23,-18.34,1.47,5.37,1.34
6651,419.15,30,7688.2036,8.412532768,12.94272355,-1462.683776,0.1452,-19.43,38.07,-26.67,2.08,13.48,10.88
6652,508.15,18,2478.1876,3.257836454,20.72945978,-514.2535286,0.17286,-17.7,23.48,-17.2,1.37,7.66,4.07
6653,453.15,23,20222.4111,3.007391486,6.341611113,-15963.30032,0.1885,-7.9,42.13,-30.93,2.42,13.61,0.86
6654,615.15,23,5562.8519,7.713071748,14.53775328,-1991.911962,0.17974,-29.21,32.15,-24.94,1.82,9.03,2.92
6655,371.15,29,3540.0861,5.101328442,14.64205631,-691.3556483,0.22905,-12.81,30.89,-21.59,1.68,10.98,6.8
6656,406.15,42,6924.9964,4.38596291,21.97146763,-699.6439,0.27286,-10.84,41.32,-28.69,2.33,14.96,6.5
6657,329.15,21,1947.7605,3.508479366,9.185869886,-462.255638,0.18775,-8.72,22.57,-17.01,1.37,6.93,3.8
6658,388.15,11,2454.1697,2.245296277,5.094021024,-2829.870071,0.19817,-104004.42,21.16,-17.75,1.43,4.84,0.21
6659,428.15,16,4814.4926,6.792967898,20.23532868,-1411.277659,0.15914,-14.41,24.65,-18.73,1.49,7.41,5.89
6660,262.15,31,2739.7759,0.950970141,2.999625375,-410.37992,0.27198,-3.8,31.18,-21.48,1.81,11.51,2.45
6661,396.15,22,3713.6207,6.448259153,25.73931276,-665.7912069,0.16734,-17.57,26.79,-19.38,1.56,8.98,7.81
6662,363.15,32,3232.5254,1.84199842,5.537154891,-581.4432793,0.22192,-6.89,32.79,-22.86,1.8,11.73,5.33
6663,331.15,11,1204.4098,1.940547972,7.186417127,-358.3065841,0.2128,-97499.87,19.22,-15.72,1.24,4.74,1.54
6664,534.15,35,4950.3438,5.039727868,17.01053116,-804.0524535,0.19117,-14.96,37.88,-25.86,2.04,14.05,7.07
6665,381.15,12,1660.6431,4.878070337,8.169083126,-800.1126169,0.20067,-10.61,19.65,-14.23,1.17,6.59,3.22
6666,178.15,27,1541.7689,0.070791596,0.529727213,-353.8297245,0.37155,-0.66,26.2,-18.92,1.56,8.84,3.91
6667,437.15,42,12673.8845,7.505631314,30.56055857,-1165.025083,0.1093,-19.45,47.67,-32.9,2.45,17.22,11.31
6668,421.15,34,6626.5267,2.234999573,15.76151056,-803.0690678,0.13586,-14.57,36.8,-26.27,2.01,12.54,6.5
6669,573.15,29,7043.1505,6.500378722,22.50111839,-869.1569102,0.15898,-177409.71,43.27,-31.17,2.34,14.44,8.11
6670,307.15,28,3943.6649,2.342050448,16.65423274,-670.3579021,0.18306,-9.54,31.27,-22.13,1.72,10.86,6.22
6671,328.15,32,2822.17,3.651217705,15.75787606,-618.5653863,0.19845,-10.3,30.79,-21.96,1.69,10.53,6.38
6672,325.15,20,5238.0069,2.045079866,23.8223845,-3049.121974,0.21964,-11.9,27.46,-19.64,1.57,9.4,5.71
6673,316.15,12,2146.5469,4.566966094,21.9963603,-439.7500344,0.20899,-10.14,18.58,-13.1,1.05,6.53,3.91
6674,547.15,28,7185.6303,6.703858279,22.35687272,-1167.542511,0.11896,-20.87,35.28,-25.11,1.82,11.99,7.53
6675,319.15,25,9078.9233,3.487445192,19.10752374,-2534.355248,0.20938,-11.69,37.57,-25.89,1.78,13.47,6.18
6676,348.15,34,8751.0064,1.597295809,3.922791047,-844.7810035,0.19206,-8.02,38.86,-27.72,2.13,13.27,6.93
6677,538,61,16234.9944,2.678756445,17.4794615,-1477.779938,0.14365,-16.76,60.76,-40.04,2.97,23.69,10.44
6678,449.5,43,8469.4487,6.636248015,21.66707622,-1112.006991,0.13986,-15.25,45.65,-30.77,2.35,17.23,9.24
6679,434.15,81,22910.2721,3.954334335,33.55825004,-1434.93364,0.22349,-13.28,67.46,-45.13,3.31,25.64,10.88
6680,405.15,39,7935.6205,2.786433396,19.11569952,-960.3251199,0.15766,-11.99,41.39,-29.33,2.2,14.25,6.7
6681,349.15,30,4562.7836,3.100613672,10.44095147,-730.2738624,0.15574,-9.73,33.78,-24.05,1.83,11.56,5.91
6682,332.15,19,3316.3068,2.652807349,15.47903647,-1143.401527,0.22315,-7.53,26.32,-19.06,1.47,8.73,5.48
6683,573.15,32,9711.4349,0.638575751,18.97855507,-976.0975626,0.12047,-14.35,37.74,-27.47,2.01,12.29,8.07
6684,351.15,29,4142.6862,1.766598661,18.39521579,-728.4933091,0.21287,-15.37,33.06,-22.85,1.84,12.04,8.05
6685,499.15,75,16605.7401,2.373899549,11.07584216,-1766.936392,0.18472,-24.43,67.11,-40.92,2.99,29.18,15.11
6686,436.15,59,8757.4738,1.940106755,15.37425847,-1196.547677,0.18129,-14.46,49.72,-33.86,2.45,18.31,8.24
6687,398.15,31,7180.096,6.871871335,42.74126284,-692.6030195,0.1959,-15.9,33.9,-24.21,1.91,11.61,6.77
6688,331.15,16,2182.6996,1.658202316,8.407018686,-421.0064561,0.20883,-9.39,20.22,-14.63,1.25,6.84,6.06
6689,524.15,32,5633.6123,2.869817891,12.26823123,-5760.918097,0.19418,-6.35,35.91,-25.35,1.85,12.4,2.54
6690,336.15,32,8357.66,5.434400321,17.15118145,-1493.918048,0.16911,-11.99,38.89,-28.57,2.35,12.67,7.73
6691,328.15,19,6264.1592,1.62299898,11.89722771,-3577.576545,0.19899,-6.64,29.06,-20.99,1.59,9.65,4.4
6692,476.15,33,11436.4217,1.246938094,25.96140481,-3423.980775,0.15814,-18.08,40.34,-29.48,2.25,13.11,2.95
6693,362.15,38,13096.6411,1.770144568,27.58244812,-2023.137502,0.11066,-10.24,45.4,-31.97,2.35,15.78,5.94
6694,414.2,36,6308.174,5.795084195,27.92209404,-1189.659424,0.19112,-18.83,39.28,-27.26,2.09,14.11,6.64
6695,322.65,46,12834.2208,3.491476148,38.0264338,-1229.647184,0.16261,-16.05,52.1,-32.74,2.5,21.86,11.58
6696,405.15,49,9765.6451,3.190484369,10.94594967,-965.5930215,0.18749,-14.69,49.43,-31.88,2.51,20.05,9.51
6697,469.15,52,14409.6889,4.411471249,17.23370722,-1205.894541,0.11943,-13.61,54.77,-37.54,2.81,20.04,8.89
6698,439.15,21,2368.2424,5.878903826,15.58839517,-590.6128358,0.16691,-12.74,25.24,-18.56,1.47,8.15,6.95
6699,379.15,52,31068.5197,5.742610997,20.48313245,-3614.51671,0.11823,-24.17,63.47,-44.1,3.3,22.66,7.36
6700,492.15,35,11265.2972,9.240347644,41.53416917,-1326.502527,0.17495,-25.45,41.46,-30.32,2.23,13.37,3.1
6701,369.15,23,5540.8759,3.763838425,9.305392688,-1354.384466,0.18037,-6.55,28.5,-22.26,1.68,7.93,0.28
6702,284.15,20,5797.2331,0.23849,10.23382193,-1152.119451,0.17867,-7.6,28.01,-19.18,1.33,10.17,6.97
6703,404.15,30,7120.2578,4.513498365,19.65584455,-1235.649056,0.13333,-11.67,37.09,-26.87,2,12.23,6.69
6704,514,27,5971.9385,4.236442452,20.89663418,-1286.897484,0.16595,-11.96,34.45,-24.67,1.85,11.63,6.8
6705,372.15,59,24500.154,3.866370303,25.44414403,-4394.957945,0.15343,-23.54,73.38,-44.44,3.4,32.35,12.37
6706,340.15,30,5208.9988,2.240132195,8.629736881,-692.3562922,0.19937,-10.94,33.56,-23.95,1.88,11.48,6.37
6707,489.15,64,29217.4256,3.941179363,17.60009789,-1570.3665,0.14665,-18.71,69.84,-46.41,3.52,26.96,12.53
6708,378.15,16,2462.5949,4.092618431,9.657537143,-2913.771207,0.19049,-10.33,21.92,-16.97,1.4,6.34,1.37
6709,447.15,20,2841.673,7.204614251,20.24715957,-681.0325386,0.22509,-25.63,24.76,-18.12,1.48,8.11,6.74
6710,362.15,24,2651.9326,2.081669842,10.40866758,-555.7931377,0.17671,-7.94,27.1,-19.82,1.53,8.81,5.96
6711,352.15,18,4046.8734,4.254507611,22.22215563,-919.3676404,0.23068,-13.92,24.08,-17.9,1.36,7.54,4.48
6712,483,60,15868.239,2.199181925,26.29918124,-1534.744562,0.1601,-16.77,62.87,-39.82,3.01,26.07,12.38
6713,490.5,49,13389.1174,5.343692739,17.19794171,-1264.786991,0.16072,-16.97,51.5,-35.61,2.69,18.57,12.34
6714,390.15,17,2438.0556,5.265649503,10.94171781,-538.2431057,0.1817,-11.18,23.03,-16.23,1.29,8.08,6.71
6715,484.15,25,7759.8546,3.85063742,4.213202752,-2033.501688,0.19774,-11.41,36.11,-24.95,1.8,12.95,7.96
6716,454.15,32,9823.1084,2.13372681,13.58087872,-1268.17112,0.18695,-11.13,38.79,-26.7,1.94,14.03,9.43
6717,310.15,23,8350.9747,3.166929568,16.407133,-3493.921075,0.18464,-10.49,30.91,-22.78,1.81,9.95,4
6718,356.15,16,4132.0293,2.739665843,17.63666014,-1121.107781,0.19773,-8.47,25.34,-17.56,1.33,9.12,6.59
6719,171.15,27,1816.2652,1.300784121,7.212035457,-390.9341273,0.32739,-5.64,26.91,-18.94,1.57,9.53,4.4
6720,407.15,51,24495.726,6.631568298,64.77270582,-1735.117446,0.17477,-26.73,58.43,-41.18,3.06,20.31,9.33
6721,382.15,35,6826.418,4.682754954,20.26283866,-732.1681168,0.27133,-20.1,38.01,-25.73,2.11,14.39,7.58
6722,193.15,31,2623.5938,0.992016255,6.637008844,-501.5891445,0.25728,-6.45,31.33,-21.38,1.72,11.67,0.91
6723,573.15,27,6968.7931,8.962475789,19.11778103,-1469.40192,0.12184,-21.26,36.32,-25.25,1.84,12.91,4.63
6724,326.15,24,8502.2951,1.458592904,9.299200119,-2184.049408,0.17476,-7.66,35.36,-26.17,2.19,11.38,4.96
6725,471.15,44,13005.4474,9.304283536,31.5138951,-1364.964558,0.14779,-23.33,49.87,-33.35,2.57,19.08,12.98
6726,361.15,60,11279.7952,5.217683561,18.0107109,-1771.66436,0.20325,-13.91,62.34,-32.81,2.63,32.16,14.06
6727,376.15,33,6574.3206,6.506906959,29.97939114,-897.2183041,0.23495,-22.43,37.39,-26.12,2.07,13.34,8.28
6728,424.15,41,14156.2559,2.942957196,23.96447069,-1363.645889,0.09693,-18.83,46.89,-33.19,2.37,16.06,6.82
6729,382.15,32,4133.617,0,6.973937141,-619.3598064,0.22328,-5.33,32.52,-23.84,1.81,10.49,4.56
6730,560.15,30,7802.8521,4.183898429,31.80684239,-1363.611698,0.18757,-38.64,37.8,-25.74,1.97,14.03,12.21
6731,485.15,20,3222.3252,6.645298474,20.56839726,-660.7630212,0.16847,-17.34,25.63,-18.92,1.52,8.23,8.15
6732,437.15,26,3753.5247,0.489753673,23.44275568,-706.0951474,0.16695,-10.54,30.09,-21.15,1.65,10.59,7.79
6733,505.15,33,8318.1117,4.56022207,13.13550225,-3485.664683,0.11781,-13.14,39.43,-27.03,2.05,14.46,5.64
6734,414.15,13,1623.0698,3.536540669,17.46905665,-398.7332631,0.20702,-12.08,17.8,-13.39,1.13,5.54,5.04
6735,364.15,45,10786.7107,5.708361935,12.81696645,-1527.346929,0.17074,-12.77,52.96,-33.97,2.64,21.63,11.94
6736,328.15,17,1692.2678,5.414191146,6.744155887,-608.3916291,0.25248,-15.46,22.14,-16.22,1.34,7.26,6.83
6737,475.15,41,11861.9287,6.676787582,18.77118301,-1462.894117,0.18521,-20.02,48.84,-31.95,2.33,19.22,10.42
6738,390.15,14,4306.4788,3.209200361,11.44260671,-1616.503735,0.19557,-13.63,23.59,-18.69,1.44,6.34,3.2
6739,351.15,28,5025.4981,4.781289174,12.04113933,-691.1815243,0.15814,-13.08,32.37,-23.36,1.79,10.8,6.43
6740,339.15,13,1942.6485,0.732531016,9.057071714,-2874.457338,0.19262,-7.2,19.15,-15.1,1.25,5.31,0.91
6741,422.15,43,16860.1931,1.873266078,14.97353199,-3055.012653,0.1885,-12.11,55.78,-37.67,2.76,20.88,8
6742,377.15,51,12012.3787,4.221592559,12.42867729,-1495.430268,0.15021,-20.69,55.3,-35.95,2.74,22.09,11.23
6743,383.15,37,8026.8236,5.604225629,27.56445401,-1049.485327,0.15849,-17.31,42.12,-28.94,2.23,15.41,11.36
6744,412.15,21,3697.883,8.446984905,22.07101466,-1008.692262,0.19798,-21.81,26.14,-19.78,1.48,7.85,5.38
6745,316.15,14,1007.0464,3.037534107,13.23609771,-398.9714996,0.31799,-13.9,18.14,-13.58,1.21,5.77,4.64
6746,324.15,21,2327.4179,4.12703735,14.91179251,-607.6110134,0.18229,-11.84,26.15,-18.34,1.45,9.26,7.87
6747,356.15,19,3599.8562,3.126920352,20.53350291,-643.5488415,0.1664,-9.32,25.68,-18.27,1.45,8.86,9.27
6748,485.15,25,10508.325,2.075364031,6.354577774,-3549.775816,0.11978,-16.06,35.11,-25.23,1.89,11.77,5.24
6749,478.15,13,2786.0538,3.439601548,18.58608635,-5519.503953,0.19347,-15.45,21.66,-16.82,1.4,6.24,3.12
6750,479.15,38,12481.5407,10.46934897,33.75152244,-1514.96905,0.13783,-27.76,45.22,-32.27,2.36,15.32,7.97
6751,328.15,19,3440.9358,4.279891615,11.08859547,-3155.351618,0.18479,-8.24,26.4,-19.23,1.51,8.67,5
6752,483.15,39,11297.7389,6.500945932,31.93957011,-1254.865423,0.10686,-20.5,46.52,-31.72,2.29,17.09,9.96
6753,497.15,22,3227.6766,4.613179009,25.81247596,-628.8269693,0.18542,-18.82,26.58,-19.51,1.54,8.61,6.54
6754,365.15,41,9960.1145,4.216689542,16.75720479,-1015.640915,0.19291,-15.06,46.96,-30.92,2.38,18.42,8.11
6755,455.15,28,10365.2903,4.391852262,30.61634361,-1668.667981,0.16149,-15.09,38.14,-28.08,2.05,12.11,9.99
6756,245.15,28,3993.331,0.378644041,5.128429597,-541.9430256,0.22525,-5.41,31.26,-22.17,1.76,10.85,5.09
6757,408.15,45,8393.8994,1.679862482,8.816075421,-1038.949556,0.16432,-8.37,45.72,-32.01,2.4,16.11,7.78
6758,390.15,33,6151.159,1.767690609,32.74601444,-918.0300003,0.17866,-13.72,37.37,-25.82,1.99,13.53,9.51
6759,344.15,14,5969.8881,2.853004287,6.123206954,-5487.171991,0.17839,-7.77,23.57,-18.01,1.44,7.01,2.99
6760,426.15,41,7349.1062,4.896229481,17.32345644,-1279.935628,0.15682,-17.68,44.58,-29.96,2.27,16.88,6.38
6761,347.15,39,5189.4791,4.139177452,19.53903463,-1106.127983,0.20817,-72580.5,42.73,-28.81,2.14,16.06,5.62
6762,446.15,51,13336.8582,3.733933579,38.7242487,-1428.313677,0.13179,-23.44,53.88,-35.42,2.67,21.13,13.27
