index,tm,num_atms,r2extent,edmn,eqmn,total_energy,hlg,cpe,cce,cde,cre,ctne,smd
8612,398.15,44,27895.8502,2.089798318,22.06690006,-2811.397002,0.15696,-13.25,55.69,-36.72,2.37,21.34,18.87
8613,490.15,23,4710.5127,2.966835658,18.68564632,-1541.301878,0.17664,-17.47,31.28,-23.17,1.83,9.94,1.41
8614,360.15,56,12773.0746,4.317703044,11.830904,-1248.596355,0.16103,-21.07,58.08,-37.53,2.97,23.53,11.9
8615,537.15,51,9933.8166,7.380043775,47.37620165,-1058.769868,0.19394,-23.34,46.43,-31.95,2.35,16.82,8.01
8616,367.65,15,3239.9873,3.405749307,11.21337954,-1311.629051,0.18005,-8.52,24.05,-18.62,1.41,6.84,2.43
8617,511.15,56,8940.7871,3.935936283,16.97137273,-1008.003098,0.21922,-13.56,48.37,-32.46,2.36,18.26,8.72
8618,398.5,34,19264.5801,1.819328571,22.56536722,-1648.010014,0.18102,-10.66,43.78,-31.69,2.46,14.55,2.59
8619,390.15,30,4421.4873,2.156766564,16.96198818,-1387.3324,0.20238,-8.5,33.36,-24.12,1.88,11.13,4.81
8620,400.15,30,8040.4919,5.408612681,7.289686776,-3184.369126,0.19493,-17.72,35.06,-24.79,1.94,12.2,4.48
8621,352.15,16,2317.7698,3.779137761,27.96471632,-823.3994334,0.20097,-11.33,23.36,-16.49,1.35,8.22,5.07
8622,471.65,33,6990.3269,2.060852464,17.57806041,-1262.44648,0.17904,-12.03,37.75,-26.63,2.05,13.17,1.24
8623,391.65,57,13456.8438,3.309820244,54.05849509,-1692.065712,0.17499,-27.07,51.39,-35.17,2.55,18.77,8.67
8624,403.5,27,8573.4138,2.679016779,12.78625896,-1203.348202,0.167,-14.96,35.44,-25.13,1.78,12.09,9.14
8625,562.15,33,6417.701,8.950981592,21.61942772,-1138.216058,0.1743,-24.24,36.86,-26.58,1.99,12.26,0.02
8626,430.15,55,10747.7667,3.691421626,12.25048685,-1460.755639,0.16444,-16.37,54.26,-35.69,2.7,21.27,8.31
8627,350.65,16,2902.286,5.913850388,15.45399732,-1423.819711,0.15891,-13.29,24.97,-19.01,1.44,7.4,2.44
8628,490.15,23,3178.5606,3.001855996,22.03240904,-591.8791271,0.21274,-19.95,26.29,-19.41,1.58,8.45,3.98
8629,420.15,22,2868.3334,4.226426237,22.87931846,-574.6567324,0.18357,-14.14,25.78,-18.9,1.5,8.38,6.27
8630,310.15,16,2541.0513,0.926955857,4.993361807,-545.2476206,0.22278,-5.64,20.88,-15.38,1.21,6.71,4.96
8631,480,51,10017.8967,7.401458568,30.07774379,-1116.764034,0.1578,-18.58,46.77,-32.41,2.37,16.73,8.26
8632,412.15,34,6418.6333,3.698551258,18.63303995,-1105.971254,0.22984,-20.58,38.36,-25.95,1.89,14.3,3.39
8633,376.15,30,4038.6191,2.935116068,9.579299105,-692.379377,0.18337,-10.95,32.78,-23.56,1.84,11.06,5.7
8634,398.15,20,2508.425,2.258350154,6.443400632,-536.1097499,0.22789,-14.3,26.2,-17.32,1.4,10.29,7.52
8635,350.15,30,4966.4143,4.455493043,23.60207597,-709.382224,0.21214,-12.96,34.98,-23.7,1.86,13.14,7.36
8636,506.15,39,14252.0118,1.951005917,25.39869497,-2557.946523,0.12522,-18.79,48.63,-34.17,2.55,17.01,6.07
8637,287.15,12,1281.554,0.600640125,7.489554668,-666.5825528,0.21694,-9.37,17.47,-13.37,1.12,5.22,4.4
8638,431.15,16,3015.2332,1.324600808,17.75659043,-604.2342402,0.15871,-15.95,21.8,-16.42,1.28,6.66,4.19
8639,417.15,49,15644.6861,3.419356973,24.78931761,-1613.063298,0.15991,-10.37,52.17,-36.63,2.74,18.29,9.25
8640,519.65,43,6194.1077,3.234010795,16.9931649,-808.9213406,0.20163,-13,43.16,-27.72,2.15,17.59,6.65
8641,383.15,61,25970.457,5.799615048,32.55330286,-1919.07112,0.17992,-25.4,64.45,-42.89,3.23,24.79,10.9
8642,458.15,31,9952.8077,6.663956583,10.53375613,-1596.629254,0.14041,-19.55,40.05,-27.86,2.09,14.28,11.47
8643,503.15,23,3140.1312,2.771903485,22.12454463,-629.7877394,0.1188,-13.9,27.12,-20.21,1.55,8.46,5.05
8644,336.15,22,3936.7981,1.255184628,12.81686604,-823.3977771,0.16559,-6.78,26.73,-20.37,1.54,7.9,4.23
8645,320.15,31,5315.2937,1.473462728,8.514229805,-869.6911308,0.22397,-9.04,37.09,-23.3,2.04,15.83,8.42
8646,345.15,24,5563.4261,3.383191047,6.603014117,-5531.119239,0.21584,-4.76,29.21,-22.45,1.75,8.5,3
8647,484.15,29,9679.335,5.70979434,21.80943881,-2117.311661,0.17113,-18.92,40.24,-28.25,1.97,13.95,5.36
8648,343.15,31,5898.9656,6.028886425,27.15584503,-821.6460009,0.1696,-11.34,35.34,-24.94,1.93,12.34,8.22
8649,329.65,15,3088.3259,1.983407598,12.60022622,-988.5978849,0.15119,-8.16,22.69,-17.13,1.34,6.89,3.74
8650,338.15,29,9720.2661,2.149988833,13.92103242,-2191.217105,0.26715,-8.1,38.51,-25.36,1.61,14.75,12.79
8651,409.15,25,6065.2686,6.033164002,45.45133852,-1463.84704,0.19309,-23.27,34.08,-24.05,1.85,11.87,4.84
8652,317.15,28,8955.9942,1.981156183,12.62064675,-1451.315813,0.20235,-8.69,35.92,-24.29,1.64,13.27,9.97
8653,360.15,23,2048.5419,1.418312691,4.067545211,-496.7583652,0.23228,-7.9,24.82,-18.59,1.5,7.73,0.94
8654,407.15,22,4729.088,1.080237738,10.59405947,-3125.314609,0.15475,-8.76,28.17,-21.5,1.66,8.34,3.54
8655,459.15,25,8460.5569,3.599712737,15.89862995,-3685.118967,0.20555,-12.76,34.64,-23.76,1.74,12.61,7.37
8656,402.15,39,8756.6856,2.150695708,13.11227809,-864.4311266,0.20573,-12.44,40.8,-29.05,2.23,13.98,5.88
8657,388.15,17,3546.6374,2.641091324,19.69490599,-737.4364202,0.17553,-13.94,24.17,-17.73,1.37,7.81,8.42
8658,393.15,39,9139.8108,1.422170405,4.342504387,-1369.985951,0.17394,-12.73,44.81,-31.22,2.36,15.95,8.48
8659,208.15,12,1492.9814,2.059956004,7.236996065,-616.8227379,0.2719,-3.95,16.9,-12.77,1.15,5.28,3.09
8660,400.15,60,17362.9132,4.197640535,38.80214714,-1247.062279,0.16507,-19.87,60.37,-38.07,2.91,25.22,11.63
8661,331.15,15,1866.9193,3.488361663,12.5869261,-528.9928568,0.15034,-10.42,20.77,-15.43,1.21,6.55,3.91
8662,437.15,44,14331.8074,5.739560291,40.5780175,-1465.318583,0.12391,-19.43,50.38,-34.61,2.58,18.35,8.86
8663,277.15,53,9664.8884,0.127233447,0.915965769,-669.5599536,0.36755,-1.16,50.12,-33.4,2.74,19.45,6.78
8664,461.15,34,15488.4671,4.585569998,10.86011593,-2608.13345,0.1947,-7.05,44.62,-31.96,2.45,15.1,6.65
8665,169.15,18,952.6276,1.784995196,3.958296852,-595.9665483,0.25791,-4.01,20.67,-15.37,1.25,6.54,3.28
8666,320.15,13,1820.5406,4.284596612,6.532561469,-763.2400312,0.21553,-8.51,19.12,-14.58,1.23,5.76,0.48
8667,406.15,31,11441.3422,7.241400647,19.89260343,-1484.51055,0.15984,-17.7,39.45,-27.85,2.1,13.69,10.98
8668,314.15,12,4884.0692,4.451283759,14.99433348,-4131.939715,0.16897,-7.97,24.28,-19.47,1.49,6.3,1.49
8669,347.15,20,3279.4494,1.621442731,20.32294911,-515.4852969,0.1988,-12.29,24.53,-18.06,1.48,7.95,5.54
8670,481.15,36,8021.4958,8.330884912,27.20284465,-1310.47568,0.17079,-21.54,41.61,-29.52,2.19,14.28,3.95
8671,398.15,22,2769.8564,6.764683681,14.4024765,-703.6938175,0.15754,-15.63,26.89,-19.57,1.48,8.8,7.43
8672,351.65,16,3628.2524,3.366741465,11.34475358,-3025.794345,0.16127,-10,23.27,-17.65,1.41,7.03,1.95
8673,337.15,30,3256.845,0.754081766,7.548238639,-543.1741949,0.17148,-4.78,31.4,-22.77,1.76,10.38,5.08
8674,433.15,34,12231.0675,3.240752903,23.90919352,-1731.768612,0.12306,-13.33,44.46,-31.66,2.34,15.13,6.39
8675,331.15,18,4009.8846,5.812800972,26.72409914,-514.1522815,0.15867,-10.47,23.47,-17.11,1.37,7.72,6.81
8676,378.15,33,12456.2586,0.706053001,10.79733331,-3336.525023,0.12979,-9.96,39.37,-29.11,2.21,12.47,4.68
8677,413.15,60,19778.5412,5.765568757,37.45841613,-2022.146516,0.14825,-17.91,60.53,-41.54,3,21.99,3.89
8678,418.15,61,24471.109,4.617548983,18.40185952,-1837.082315,0.14064,-24.08,64.09,-42.84,3.21,24.46,8.1
8679,392.15,20,5085.7616,3.860993227,11.67437836,-1190.312097,0.19487,-10.56,27.97,-21.18,1.54,8.34,4.08
8680,299.15,17,4503.6727,2.991648714,9.402327295,-3415.303947,0.18098,-5.56,25.53,-19.22,1.53,7.84,3.95
8681,180.48,17,1580.0136,2.131088271,4.696939561,-2768.581553,0.27392,-3.65,20.57,-15.51,1.33,6.39,2.23
8682,339.65,17,2234.2831,3.255800444,17.14356193,-530.2020118,0.16261,-11.47,21.81,-16.38,1.31,6.73,3.02
8683,439.15,21,3176.5346,5.372995474,14.44642857,-648.6940823,0.20548,-15.51,26.36,-19.33,1.53,8.56,7.37
8684,479.87,57,18327.6462,5.403518048,22.24124321,-1212.42863,0.14848,-16.21,55.79,-38.45,2.9,20.24,8.91
8685,392.15,69,23802.1639,1.985706275,20.1450524,-1278.446508,0.15505,-11.23,62.64,-42.98,3.17,22.83,9.97
8686,347.15,38,4965.0265,3.305477748,10.76051621,-731.2779835,0.18046,-12.6,37.93,-26.29,2.02,13.66,5.27
8687,339.15,27,6789.9411,3.116767778,16.50837847,-1012.895346,0.17582,-8.46,33.94,-23.83,1.73,11.84,7.73
8688,480.5,75,15625.1347,3.353381721,22.09255135,-1203.182405,0.27142,-10.53,59.69,-40.75,2.92,21.86,7.77
8689,499.15,33,7188.2673,8.45428182,16.97791983,-1308.24307,0.17634,-21.61,39.2,-28.12,2.08,13.15,4.59
8690,309.15,22,5191.3792,4.072401503,11.67524761,-3293.931132,0.1956,-8.61,29.84,-21.14,1.63,10.33,5.82
8691,226.15,38,4402.1332,0.077578219,1.003103858,-472.9893411,0.36484,-0.89,37.11,-25.08,2.07,14.09,5.38
8692,454.15,46,8311.0848,2.379900966,14.46818772,-848.1979484,0.18713,-10.76,44.94,-30.84,2.36,16.45,7.95
8693,346.15,13,2909.1036,2.914470614,8.388740892,-2986.474331,0.15738,-6.81,20.48,-15.96,1.27,5.79,1.63
8694,199.15,80,26944.5294,3.599304758,18.79544169,-1587.691865,0.33642,-12.74,79.62,-51.17,4.19,32.64,12.35
8695,382.15,64,16734.8074,2.938679319,22.60743008,-1610.511537,0.1996,-23.33,64.45,-41.5,3.19,26.14,16.18
8696,359.15,17,4309.9335,4.244967254,9.049253741,-935.7570685,0.20305,-9.14,24,-17.92,1.44,7.53,4.16
8697,416.15,18,3482.1151,6.069938904,15.27651041,-605.4144077,0.19399,-15.04,23.94,-17.53,1.4,7.82,7.42
8698,422.15,46,22934.74,9.717899621,26.2763319,-1582.783309,0.09839,-16.78,54.18,-37.89,2.74,19.03,8.69
8699,368.15,36,8552.4329,6.99536732,10.54304405,-1330.647453,0.141,-22.35,42.1,-30.05,2.3,14.35,8.3
8700,446.15,39,13287.2833,2.081390386,18.90405149,-1242.047331,0.16063,-18.66,45.43,-31.9,2.36,15.89,9.62
8701,430.15,18,1620.465,3.76590064,19.52479779,-476.3792881,0.22383,-19.6,22.19,-15.9,1.37,7.65,4.7
8702,540.15,50,17951.8067,5.558571885,45.78071058,-1408.201513,0.12064,-22.47,54.48,-38.12,2.79,19.15,9.6
8703,440.15,43,13738.7334,4.650585173,19.49847583,-1853.58199,0.15267,-15.77,49.57,-35.37,2.61,16.81,7.81
8704,454.15,21,2944.5283,4.651151158,13.73976952,-665.7089685,0.1699,-11.28,25.86,-19.57,1.5,7.79,5.59
8705,437.15,88,27006.7529,2.365423218,18.34934462,-1588.806184,0.25756,-13.58,74.32,-48.56,3.61,29.37,12.69
8706,355.15,33,5551.5707,3.348793844,7.611099114,-843.816032,0.18374,-13.94,37.04,-25.52,1.99,13.52,7.6
8707,355.15,19,2196.4035,2.956919808,9.743518784,-845.7037512,0.21035,-7.92,23.97,-17.91,1.45,7.52,4.09
8708,338.15,24,2441.8048,2.173794367,13.54193413,-555.7967846,0.18196,-8.51,27.19,-19.94,1.54,8.8,5.64
8709,333.15,34,6922.5786,1.600211677,19.79703889,-844.8301302,0.16269,-10.53,38.44,-27.4,2.08,13.12,7.3
8710,358.15,51,9645.9397,1.238838319,17.70993324,-1154.688499,0.16635,-14.53,53.05,-33.36,2.56,22.25,9.17
8711,463.15,37,7055.5823,5.471621225,17.68843107,-842.4130424,0.164,-14.86,37.57,-27.08,2.05,12.54,6.37
8712,323.15,15,2949.9268,2.308311879,9.870657233,-2853.155559,0.19684,-99132.1,24.6,-19.66,1.59,6.54,2.04
8713,411.15,34,8079.0485,3.011004675,29.83745233,-1155.519513,0.11808,-18.3,40.33,-27.5,2.05,14.88,12.06
8714,416.45,35,9723.454,4.583403766,21.87370046,-1798.27454,0.17298,-17.03,44.1,-30.12,2.33,16.31,5.73
8715,349.65,20,4991.0424,4.877408469,22.3523128,-1050.060972,0.15822,-9.43,26.97,-20.26,1.57,8.27,4.81
8716,413.15,22,3107.4827,1.879731763,28.07242712,-628.8329445,0.20893,-16.28,27.24,-19.89,1.6,8.95,6.83
8717,351,34,5842.5261,2.191554813,13.26350614,-823.9398075,0.16089,-11.5,38.44,-26.66,2.1,13.88,6.21
8718,314.15,13,1444.3933,1.880814624,0.68938358,-605.1541299,0.20971,-5.82,19.18,-14.03,1.07,6.22,5.23
8719,461.15,33,10994.5628,3.440730077,23.76199318,-843.7893875,0.14453,-18.14,38.26,-27.86,2.1,12.5,8.09
8720,481.15,37,6742.2609,4.420306023,22.74188761,-1028.775436,0.17918,-19.44,40.25,-28.2,2.2,14.25,9.3
8721,258.5,23,1872.2215,2.188403932,5.141462285,-438.7191605,0.27826,-9.4,22.89,-17.88,1.44,6.45,-7
8722,328.15,19,2111.8606,1.740745809,4.066462979,-535.3488043,0.20322,-9.99,23.66,-17.61,1.43,7.48,5.9
8723,490.15,55,16214.8959,5.619324861,15.54211237,-1282.415712,0.15991,-18.91,55.86,-39.6,2.95,19.21,8.56
8724,482.15,28,11518.5739,6.119895346,21.66958848,-2915.361618,0.13711,-14.94,43.34,-30.44,2.25,15.16,5.59
8725,468.15,33,2666.6623,5.981693796,19.30445066,-598.7055846,0.18849,-15.32,31.35,-22.19,1.71,10.87,5.16
8726,369.15,22,2752.3962,1.37686126,4.701594997,-591.6654709,0.18092,-9.58,26.15,-19.3,1.52,8.36,3.83
8727,397.15,30,5307.0843,4.798715483,18.28181657,-841.6400186,0.16749,-14.06,35.03,-24.37,1.89,12.55,8.34
8728,378.15,19,2456.4936,7.317739258,10.03924583,-626.4956876,0.15452,-12.85,23.99,-17.95,1.43,7.46,7.6
8729,311.15,34,4903.8539,2.686719496,17.2281512,-860.3198347,0.21209,-15.36,37.01,-24.46,1.95,14.5,8.65
8730,448.15,40,8289.2391,0.724486321,14.0294471,-773.2993761,0.21833,-11.25,41.14,-29.03,2.33,14.44,5.96
8731,323.15,16,3060.9664,4.60962686,21.95515831,-1332.642128,0.19469,-13.44,25.7,-18.64,1.45,8.51,4.58
8732,368.15,37,10189.0733,3.551219636,11.39133122,-3508.164225,0.1558,-13.72,41.63,-28.89,2.21,14.95,8.02
8733,420.15,65,18372.6898,2.78183422,8.139912852,-2389.586178,0.18255,-26.32,71.48,-43.07,3.39,31.79,13.25
8734,380.15,39,11515.8741,3.680064468,9.219644818,-3431.445423,0.18326,-8.98,43.7,-31.65,2.44,14.49,3.66
8735,472.15,24,4698.4529,6.777432966,10.4372232,-1136.261818,0.13982,-17.43,31.15,-23.34,1.73,9.54,4.08
8736,375.15,30,9363.7174,5.688758656,15.65989206,-1981.142247,0.12159,-11.75,41.45,-29.19,2.13,14.39,7.1
8737,463.15,22,4046.5836,5.681963557,14.11040953,-972.6268686,0.15957,-13.89,28.41,-21.43,1.62,8.6,5.69
8738,386.15,25,2965.6982,3.558538606,14.77578877,-610.9295365,0.17507,-13.92,28.43,-21.34,1.61,8.71,1.98
8739,294,36,6117.2633,4.342256173,14.18810246,-696.0082136,0.18541,-12.12,37.95,-26.44,2.1,13.6,6.53
8740,356.15,23,3153.2987,4.874566616,13.32419183,-612.7476683,0.17471,-11.4,26.44,-19.94,1.57,8.07,5.54
8741,326.15,15,2775.7897,3.634064299,20.28910556,-491.9689055,0.19433,-9.99,22.52,-15.57,1.26,8.2,7.68
8742,444.15,44,7897.7074,3.304929102,14.57695889,-904.9510969,0.15304,-16.94,43.39,-30.03,2.27,15.64,8.3
8743,195.15,6,691.1776,1.587144237,9.279959795,-132.7150306,0.23292,-5.25,10.29,-7.19,0.7,3.81,4.15
8744,331.15,22,4170.892,2.342199998,19.91055164,-1291.748905,0.19278,-12.38,30.16,-22.59,1.71,9.27,2.57
8745,517.15,37,10029.7783,3.853107189,14.81951464,-1633.191579,0.20219,-9.06,41.5,-29.6,2.28,14.19,4.51
8746,553.15,19,2695.9494,3.899516903,25.45871,-589.5179169,0.19988,-22.95,24.21,-17.8,1.42,7.83,6.16
8747,346.15,33,6694.6511,2.482185918,21.56105963,-1191.25728,0.19086,-12.8,38.59,-27.1,2.15,13.64,7.01
8748,351.15,21,5023.0826,5.613886811,15.02719672,-1356.994096,0.14981,-7.98,29.36,-22.06,1.67,8.97,5.25
8749,412.15,15,2226.4325,3.225376949,12.83188702,-474.9066153,0.1857,-10.86,19.68,-15.03,1.21,5.86,4.98
8750,355.15,18,2935.9291,4.955613619,10.13247131,-857.068843,0.21229,-14.58,24.86,-17.55,1.3,8.61,6.87
8751,350,28,5425.3308,3.831951791,27.00851291,-745.3098677,0.15436,-13.13,33.76,-23.56,1.85,12.05,5.83
8752,494.9,57,9807.2576,3.109500746,41.33446441,-1083.307149,0.18728,-17.9,49.57,-33.91,2.48,18.14,8.52
8753,320.15,32,5109.0407,2.440150364,10.61086796,-805.6988888,0.19993,-10.59,36.26,-24.96,1.94,13.24,7.69
8754,378.15,12,2556.6291,2.559590526,12.27929933,-2911.32211,0.1975,-8.83,20.44,-14.99,1.23,6.68,2.54
8755,410.15,41,11900.4522,5.262887673,36.59033245,-1500.214764,0.17775,-24.61,46.71,-32.22,2.41,16.91,6.5
8756,473.65,28,5162.7991,3.926415785,18.56252963,-975.4101518,0.32762,-12.41,31.72,-22.55,1.81,10.98,3.69
8757,298.15,43,9660.6367,2.66661584,11.61075016,-1504.578561,0.16398,-7.73,45.82,-31.52,2.24,16.55,6.78
8758,346.15,28,4136.8277,5.032248369,21.04833099,-915.9244049,0.20579,-18.31,33.53,-22.86,1.92,12.59,8.19
8759,389.15,24,7642.6926,4.111372853,12.49637549,-3507.507791,0.14529,-10.23,32.44,-24.22,1.84,10.07,4.6
8760,403.15,44,25989.7897,2.138463965,14.38920558,-3380.103221,0.27059,-8.91,57.85,-36.14,2.24,23.96,18.8
8761,309.15,17,4676.5875,3.887500264,8.038481323,-3294.669724,0.1917,-8.32,25.32,-18.64,1.39,8.07,4.82
8762,470.15,42,13013.3472,4.864269711,28.82991449,-1558.492557,0.16726,-35.43,48.39,-33.24,2.51,17.65,8.46
8763,436.15,30,6406.4608,5.165153448,17.51400273,-692.3421673,0.14553,-15.92,35,-24.35,1.91,12.56,7.57
8764,318.15,37,6739.7097,1.320546747,13.46642832,-621.9908537,0.21187,-7.85,37.79,-26.22,2.1,13.67,5.73
8765,418.15,49,12422.9341,2.065885258,9.506656823,-1153.472398,0.16293,-10.18,49.91,-35.07,2.61,17.45,9.17
8766,360.15,44,5476.3268,2.637765662,9.288207651,-738.7340802,0.20711,-7.79,42.91,-28.05,2.22,17.08,8.04
8767,483.15,32,4918.7114,2.554411905,11.29645297,-805.7086179,0.22665,-15.1,34.95,-24.05,1.87,12.78,7.12
8768,406.15,30,5796.5617,5.657571127,8.03388893,-1069.479455,0.14418,-14.89,35.71,-25.46,1.96,12.2,5.73
8769,401.15,34,7963.0648,5.346223397,6.872663451,-1366.567116,0.15077,-14.84,40.01,-29.39,2.17,12.79,6.67
8770,378.15,20,4969.6627,2.114300958,15.18514673,-3070.014364,0.15076,-7.95,26.29,-19.99,1.53,7.83,4.23
8771,357.15,19,5715.4859,1.892262313,8.300860654,-3354.859514,0.16824,-4.85,27.08,-20.98,1.61,7.71,3.04
8772,460.15,47,10612.7272,6.913124347,23.73678259,-1151.486523,0.09474,-24.96,46.76,-32.93,2.47,16.3,9.17
8773,372.15,20,5198.2745,4.817550221,20.07302985,-1484.222216,0.18917,-16.02,29.24,-21.27,1.64,9.6,5.81
8774,412.15,47,20697.1099,4.082550853,27.86444529,-3607.09842,0.17422,-15.24,53.4,-36.73,2.8,19.47,6.7
8775,384,50,9249.4308,1.831274488,11.49818974,-1264.950265,0.2057,-18.39,51.4,-32.63,2.54,21.32,11.58
8776,394.15,15,1981.044,2.507225251,13.87699746,-2875.647805,0.24652,-8.97,21.01,-15.89,1.33,6.46,1.79
8777,434.15,17,4278.9111,5.233779543,14.52411894,-1408.488724,0.18734,-18.69,26.13,-19.73,1.54,7.94,2.13
8778,433.15,36,14560.7055,7.093412444,23.54905723,-1770.060119,0.16066,-24.27,44.27,-32.42,2.4,14.24,4.62
8779,496.15,20,8419.1261,5.079547135,11.75582214,-5827.191997,0.15107,-14.84,30.53,-23.48,1.8,8.85,5.15
8780,401.15,32,9139.1556,3.387433278,11.53700599,-1724.847517,0.17159,-10.71,40.26,-28,2.19,14.45,8.2
8781,322.15,29,3627.2718,0.335756385,4.768037141,-580.0280515,0.18757,-5.17,32.06,-22.59,1.79,11.26,5.46
8782,366.65,17,5024.7314,4.822262402,14.95682947,-1693.785063,0.15193,-9.14,27.84,-21.45,1.6,8,4.14
8783,248.15,44,6681.994,0.10767906,0.599093732,-551.6155699,0.36861,-0.97,42.24,-28.79,2.35,15.8,5.91
8784,316.15,14,2754.7149,3.862517491,6.634712999,-2858.410845,0.21116,-6.87,20.28,-15.61,1.3,5.97,1.08
8785,508.15,31,4183.6602,2.696983252,11.87552641,-763.7887493,0.2273,-15.95,33.5,-23.38,1.83,11.95,6.83
8786,244.15,42,4831.5966,0.074718271,0.751324204,-550.3999579,0.35204,-0.9,39.68,-26.88,2.19,14.99,4.97
8787,355.15,9,1019.9247,3.777377229,4.734869163,-867.2649439,0.24823,-10.89,16.36,-12,1.02,5.37,4.32
8788,492.15,72,15446.5914,2.851810237,39.74400599,-1466.214615,0.2151,-23.41,59.87,-40.43,2.92,22.36,9.67
8789,360.15,22,5895.2437,0.225271814,11.79234979,-2301.664741,0.20909,-6.5,34.2,-24.24,1.92,11.88,4.62
8790,483.15,41,15062.1218,7.75102835,16.79660438,-2282.840654,0.18486,-20.37,52.44,-34.11,2.52,20.85,9.82
8791,499.15,69,14144.5586,1.100624645,26.78069362,-1688.270157,0.17972,-24.14,62.84,-39.06,2.89,26.68,13.7
8792,335.15,23,6343.7061,1.719515446,3.309336705,-3067.616401,0.19276,-6.92,28.38,-20.96,1.68,9.1,2.52
8793,361.65,19,3857.7738,2.274722717,13.58892236,-1235.388418,0.15461,-8.9,26.58,-20.79,1.57,7.36,3.44
8794,617.68,68,23495.0202,4.115407908,17.53980526,-1928.544247,0.10518,-29.67,66.34,-45.13,3.3,24.5,11.57
8795,432.15,51,13225.3057,6.627999652,21.47711092,-1167.892172,0.15985,-17.05,51.84,-36.73,2.75,17.86,7.12
8796,265.15,47,9591.5188,0.047433427,1.55553549,-590.9324654,0.37849,-1.03,45.27,-31.21,2.55,16.61,6.29
8797,392.15,48,9995.3093,1.468134255,9.534795265,-1078.268646,0.16481,-8.52,48.47,-33.69,2.54,17.31,8.28
8798,450.15,54,21201.2311,4.903553076,19.21128927,-2781.264128,0.1806,-15.28,62.7,-37.87,2.48,27.31,15.5
8799,438.15,18,6369.5628,0,12.33771186,-5527.500382,0.16896,-5.16,26.89,-20.84,1.63,7.68,1.97
8800,374.15,29,7862.012,3.527762886,16.10185192,-692.1135903,0.14604,-10.35,35.31,-25.16,1.95,12.1,6.72
8801,404.15,25,4773.5445,4.659228049,18.5375133,-1144.721571,0.19241,-16.47,31.86,-22.48,1.76,11.14,7.15
8802,430.15,28,5713.2281,7.463582825,47.52391655,-799.418929,0.22485,-15.98,35.43,-23.9,1.89,13.42,8.58
8803,464.15,33,9490.9903,3.435991976,18.58033188,-1320.44108,0.12436,-15.45,39.8,-28.35,2.15,13.6,6.84
8804,327.15,18,5565.2457,2.573712682,12.02222048,-1619.768379,0.15597,-9.26,27.73,-21.47,1.64,7.9,2.87
8805,396.15,37,6560.3051,6.478896991,16.99088144,-1148.327851,0.15114,-17.34,39.42,-28.06,2.19,13.54,5.11
8806,496.15,35,5877.6293,3.656705416,13.73522339,-708.1767758,0.17069,-15.59,37.34,-26.06,2.09,13.36,5.2
8807,363.15,19,3864.8909,1.490378522,21.30707353,-1210.061619,0.20369,-13.3,28.4,-19.65,1.43,10.18,6.76
8808,330.15,22,2802.4201,0.489692832,13.63501482,-574.6614776,0.21414,-12.25,26.57,-19.19,1.55,8.93,6.34
8809,379.15,39,8460.8204,4.914865768,11.54263294,-1083.919083,0.14719,-16.43,41.62,-28.67,2.18,15.13,10.39
8810,508.15,39,9838.8334,0.0001,19.82591377,-973.5654367,0.17801,-8.6,44.05,-31.62,2.33,14.76,4.95
8811,312.15,20,2206.5193,3.633094245,8.906530473,-663.9621886,0.19524,-7.86,24.11,-17.64,1.34,7.81,5.13
8812,351.15,38,5831.1701,4.581933134,12.37569058,-999.8771268,0.22188,-16.24,42.27,-26.38,2.03,17.92,9.44
8813,459.15,39,10012.3865,3.616074966,23.80301679,-1067.922231,0.14993,-12.81,43.25,-30.82,2.35,14.78,8.07
8814,473.15,20,2619.331,2.573443285,10.59469254,-515.4948275,0.20147,-14.03,24.54,-17.78,1.45,8.22,5.24
8815,534.15,21,3976.2431,3.216197394,19.86706526,-988.658217,0.16471,-15.6,27.75,-21.01,1.57,8.32,4.4
8816,361.15,39,7315.6236,2.816226133,19.98298062,-863.6440483,0.21218,-13.72,41.08,-28.26,2.24,15.06,7.92
8817,330.15,19,4639.2528,1.463793493,8.015529647,-3106.160013,0.18918,-11.18,25.4,-19.35,1.54,7.59,4.76
8818,447.15,64,11570.3154,1.588888495,16.57638432,-1125.020198,0.31443,-11.11,53.51,-36.85,2.7,19.35,7.09
8819,337.15,17,2954.3091,4.470311375,14.68628181,-2992.796751,0.21224,-8.78,23.04,-17.83,1.45,6.66,3.99
8820,338.15,14,3825.2463,1.567711038,4.545788549,-5528.443488,0.18557,-5.56,23.02,-18.08,1.43,6.38,2.2
8821,360.15,25,2512.7838,3.090262426,7.872643631,-464.6912881,0.16788,-7.97,27.83,-19.76,1.62,9.69,5.55
8822,459.5,34,7338.3844,2.548665584,14.94272695,-823.934412,0.19464,-11.36,37.88,-26.77,2.07,13.18,4.16
8823,398.15,34,5281.2691,2.050682976,8.159156731,-653.1083953,0.27531,-11.66,33.98,-23.7,1.89,12.16,3.48
8824,354.15,70,23577.0709,0.405472675,8.320942486,-1540.750377,0.19667,-13.37,74.54,-46.64,3.74,31.64,13.38
8825,356.15,13,1659.885,5.049942294,7.223141553,-763.2376635,0.18794,-12.19,19.03,-14.6,1.22,5.66,1.7
8826,392.15,18,4811.7509,3.833332948,10.02378199,-990.8911737,0.16324,-8.4,25.12,-18.9,1.46,7.68,1.88
