,tm,num_atms,r2extent,edmn,eqmn,total_energy,hlg,cpe,cce,cde,cre,ctne,smd
6829,393.15,31.0,6316.7164,0.0809836403232,31.9914132564,-1599.74271604,0.22423,-19.43,37.37,-27.29,2.0,12.08,5.01
6830,529.15,61.0,15389.957,0.234549696227,4.67125324297,-1349.38851374,0.14199,-11.96,63.09,-38.94,3.0,27.14,9.87
6831,361.65,15.0,2725.3207,3.61167719765,14.8699853561,-817.707697797,0.20455,-13.99,22.86,-16.17,1.2,7.88,7.13
6832,446.15,18.0,2426.7061,6.72362618235,12.1338542994,-708.610451882,0.17804,-16.41,23.06,-17.58,1.34,6.82,6.67
6833,366.65,30.0,5640.1835,2.80673466327,27.3848852959,-1164.51190089,0.18827,-16.5,35.67,-25.3,1.9,12.27,5.72
6834,308.65,17.0,3780.7064,1.87156169548,11.4530722721,-1196.34773057,0.19637,-6.05,26.39,-18.67,1.41,9.13,7.74
6835,430.15,32.0,11511.3933,1.51471797045,27.6537487122,-2280.52924127,0.26728,-15.0,41.45,-27.46,1.79,15.78,13.94
6836,459.15,16.0,1369.7717,2.81239077832,7.36741088171,-475.184476223,0.24072,-12.68,19.73,-14.89,1.22,6.07,5.2
6837,429.15,15.0,2669.7619,1.53068084525,4.55949117227,-1078.86795087,0.19051,-8.56,23.21,-17.13,1.32,7.41,6.0
6838,536.15,16.0,1658.4791,5.54784315117,10.5291350851,-488.322315624,0.12125,-17.41,20.86,-15.86,1.31,6.31,2.74
6839,433.15,23.0,2644.2746,2.64777346841,12.5779555704,-761.206176264,0.24545,-19.92,24.97,-19.08,1.52,7.41,4.82
6840,524.15,23.0,3242.7975,4.26588919687,8.7228675503,-565.580568037,0.19756,-105441.59,29.99,-22.89,1.82,8.92,4.52
6841,425.15,60.0,23609.6135,3.16460203027,26.6728599747,-2010.06336636,0.17648,-20.04,68.21,-42.26,2.97,28.92,13.82
6842,395.15,56.0,17694.7273,2.12122976832,18.5550046289,-1857.64698562,0.17947,-16.2,61.92,-38.34,2.72,26.31,12.57
6843,433.15,47.0,21330.2769,2.0620216027,17.0186106492,-1739.69967942,0.17624,-16.46,56.49,-36.7,2.62,22.4,12.08
6844,478.15,39.0,5447.9103,3.16954437893,25.8841663922,-842.878986038,0.24578,-21.28,40.71,-26.32,2.12,16.5,7.35
6845,511.15,36.0,5828.9632,3.65037710244,12.739498193,-990.689086881,0.21044,-25.61,39.25,-25.91,1.99,15.32,7.49
6846,399.15,50.0,14154.501,2.1019552255,14.0417363841,-1686.6988183,0.16817,-12.63,57.21,-37.81,3.05,22.45,9.81
6847,464.15,23.0,3599.1807,1.13468940684,31.3058187986,-1520.70600137,0.26589,-20.07,29.81,-21.69,1.67,9.78,7.66
6848,381.15,34.0,6443.6268,1.44003340586,3.52031570317,-807.689192675,0.17897,-9.58,37.24,-25.79,1.97,13.41,5.97
6849,507.15,18.0,3143.7586,7.9616085994,29.2634300799,-551.396986708,0.19257,-22.32,22.27,-16.92,1.36,6.71,5.83
6850,505.15,20.0,6256.1632,5.50678740919,27.8352324366,-1943.90139129,0.19906,-21.16,29.8,-22.74,1.72,8.77,5.43
6851,375.15,19.0,2336.3016,6.66840928933,8.1056795588,-626.484731339,0.15093,-14.19,24.01,-17.96,1.43,7.48,7.64
6852,541.15,16.0,3570.3445,0.00126885775404,26.5411942324,-601.181470593,0.17083,-21.17,26.64,-16.68,1.31,11.27,9.91
6853,329.15,16.0,2420.4095,6.66871514686,19.8354644138,-533.061841065,0.18399,-14.83,21.9,-15.56,1.3,7.63,7.38
6854,427.15,28.0,3544.69,1.93709904238,17.2749146004,-806.693286334,0.22514,-20.27,32.14,-21.96,1.7,11.89,7.16
6855,470.15,35.0,8118.295,5.53201194594,20.5346267697,-1287.38818054,0.19572,-15.33,39.15,-27.11,1.97,14.01,8.41
6856,352.65,12.0,4510.1915,0.0,4.50351286775,-5770.74584223,0.21235,-2.73,23.77,-17.9,1.35,7.22,3.87
6857,469.15,19.0,3451.9075,5.34060855428,17.0900018493,-696.667206864,0.17662,-13.71,25.21,-17.88,1.37,8.71,6.55
6858,384.15,21.0,4588.1931,3.28410923539,13.959083904,-1094.87866244,0.20814,-10.18,28.92,-20.16,1.44,10.2,8.28
6859,369.15,30.0,9604.4711,2.2677265642,9.04493802964,-1250.69966697,0.1781,-8.82,38.4,-26.1,1.85,14.16,9.2
6860,356.15,15.0,3858.4658,2.2945681184,5.88199636178,-900.261357573,0.25608,-8.16,23.43,-16.26,1.19,8.36,5.55
6861,385.15,30.0,6497.4557,7.17121732274,22.9416062219,-1714.92355947,0.21177,-17.14,38.15,-27.06,1.97,13.07,5.18
6862,397.15,15.0,2325.2785,2.43985315952,13.4114998293,-530.824519618,0.19729,-83104.25,23.56,-18.46,1.44,6.54,4.86
6863,484.15,18.0,3484.2847,4.30061917868,16.6196684239,-1006.27465221,0.19739,-17.98,26.2,-18.91,1.39,8.68,8.69
6864,564.15,20.0,5752.0975,0.0001,28.9917554844,-1075.442806,0.08656,-20.83,32.64,-20.92,1.51,13.23,12.01
6865,387.15,22.0,4683.4016,2.31342448764,8.76999245496,-868.494973397,0.18172,-11.02,28.42,-20.77,1.58,9.24,6.54
6866,405.15,22.0,4116.6922,2.91926530997,9.86764563967,-872.379638334,0.22884,-11.89,28.31,-20.1,1.52,9.73,7.13
6867,300.65,16.0,3394.6095,3.85533210372,20.3934931559,-703.444961365,0.16029,-10.39,23.84,-17.04,1.32,8.13,9.19
6868,350.65,17.0,3555.0229,5.54679364318,15.9413817729,-816.128170922,0.13489,-12.26,24.34,-17.89,1.38,7.83,4.41
6869,418.15,28.0,2260.2933,3.42897167967,12.4435330288,-558.218719512,0.28687,-4.26,27.36,-20.35,1.58,8.6,4.79
6870,334.65,22.0,2980.5943,0.0,21.41077932,-570.839636347,0.28575,-7.56,26.46,-18.44,1.5,9.52,8.22
6871,333.15,17.0,4625.7468,2.26659846907,14.4974808001,-1763.67152576,0.19351,-8.32,27.39,-20.06,1.62,8.95,4.51
6872,365.65,37.0,16695.9693,3.42834394424,20.8158029074,-1877.53392969,0.21149,-9.85,45.75,-31.96,2.47,16.26,10.26
6873,445.15,24.0,4656.1422,3.89282674929,17.1934724239,-705.004827609,0.18301,-14.09,30.54,-21.3,1.67,10.9,8.75
6874,464.15,11.0,1116.9494,3.92892175794,11.0760558481,-719.652959593,0.32032,-14.71,16.18,-13.07,1.08,4.19,1.69
6875,573.15,21.0,2979.8285,4.62248377066,10.4756756484,-1025.71260176,0.1717,-16.78,26.62,-20.44,1.52,7.7,2.13
6876,334.15,43.0,7998.0592,2.00083332639,7.21291579113,-1073.31499629,0.24736,-16.18,43.87,-29.65,2.33,16.55,8.17
6877,411.15,25.0,2659.3155,3.12345325721,12.6499349018,-688.187049465,0.24865,-14.4,27.63,-19.88,1.59,9.34,5.6
6878,388.15,33.0,5463.3989,4.28385777308,26.1093532496,-1004.61919019,0.17507,-23.23,35.21,-25.3,1.98,11.89,6.76
6879,340.15,37.0,6975.7464,1.61322876245,7.91337171754,-1075.62502181,0.19104,-7.78,41.7,-29.02,2.34,15.01,7.12
6880,373.15,41.0,4281.4133,3.00665631391,10.9437244935,-653.812941033,0.2721,-9.17,37.14,-26.14,2.03,13.03,-0.77
6881,315.15,50.0,5921.9765,0.420967172117,4.86352982514,-771.73341256,0.26758,-5.97,44.98,-29.88,2.27,17.36,3.55
6882,342.15,45.0,10121.1649,8.8953021472,22.767597693,-1907.44942931,0.21082,-22.91,50.81,-33.23,2.43,20.02,6.69
6883,375.15,43.0,8869.4166,1.82932526905,7.02979010426,-1154.26458332,0.191,-8.06,47.22,-31.76,2.59,18.05,8.12
6884,335.15,28.0,8485.6892,3.66562807306,12.9994365455,-745.308837058,0.20018,-8.85,34.23,-24.5,1.89,11.62,8.21
6885,411.15,18.0,1965.9766,2.79732643251,8.31941692608,-547.471738374,0.14781,-9.57,21.89,-16.86,1.34,6.37,4.34
6886,503.15,17.0,3070.4214,3.91227897906,14.3560555659,-567.323007519,0.17902,-10.95,22.5,-16.06,1.29,7.73,5.75
6887,402.15,25.0,2909.2838,4.33969141991,11.5727761419,-613.975317923,0.19012,-15.15,27.92,-20.84,1.65,8.73,5.87
6888,415.15,15.0,4677.5324,3.55687732991,19.190275701,-1439.21751952,0.19602,-9.85,24.01,-18.15,1.41,7.27,5.31
6889,489.15,19.0,3733.1519,5.4065861077,23.6257973171,-696.67883531,0.17258,-15.72,25.46,-18.37,1.4,8.49,6.64
6890,467.15,27.0,2631.0445,3.12548653812,12.8074151276,-726.479353811,0.29656,-18.69,26.75,-20.23,1.58,8.1,4.44
6891,342.15,38.0,7484.689,2.42083110935,14.1466343633,-1049.87710091,0.23797,-19.26,42.65,-28.32,2.22,16.56,10.19
6892,366.15,36.0,7202.7344,2.64067836171,19.3028387537,-936.533599652,0.23504,-13.84,39.64,-27.39,2.15,14.4,8.46
6893,341.15,42.0,5320.312,4.89419556107,14.78826566,-845.081283333,0.26585,-13.27,40.81,-26.78,2.05,16.08,8.66
6894,463.15,19.0,1191.7328,1.17393908275,10.2486893665,-726.16677302,0.32366,-13.87,22.75,-16.45,1.33,7.63,6.33
6895,378.15,44.0,4815.2662,3.15762608774,10.1739164091,-1385.22938208,0.18164,-6.5,41.57,-27.92,2.12,15.76,7.1
6896,377.15,46.0,8790.1944,3.44808288908,20.4892375271,-865.202517429,0.20763,-11.19,44.38,-30.88,2.36,15.87,3.98
6897,429.15,26.0,3589.3776,2.639744177,17.7556961452,-614.937753794,0.17172,-12.35,27.99,-21.0,1.62,8.61,4.52
6898,356.65,29.0,6101.2079,2.70238328148,17.158673711,-840.645138895,0.17785,-13.75,34.73,-24.49,1.92,12.16,9.6
6899,574.15,18.0,1959.1851,2.52344652806,18.0965489077,-506.634912991,0.19981,-14.22,22.3,-16.93,1.35,6.72,-0.28
6900,590.15,27.0,2583.9022,1.10978004127,5.32124656072,-632.220169961,0.21623,-10.92,29.03,-20.9,1.64,9.77,3.03
6901,433.15,53.0,12008.2427,1.8656923889,16.4999260129,-1322.22439727,0.1839,-20.33,54.94,-35.14,2.59,22.39,9.75
6902,497.15,28.0,4580.4578,2.4319170175,21.3580288819,-669.56920564,0.25537,-21.19,31.24,-21.76,1.78,11.25,6.66
6903,416.15,42.0,6343.2787,5.95024402441,20.5953018342,-978.061917395,0.23339,-18.08,42.67,-28.5,2.19,16.36,7.89
6904,400.15,41.0,6309.7376,3.86579668891,14.7814900856,-939.960515295,0.23139,-18.21,43.21,-26.98,2.08,18.31,9.46
6905,409.15,24.0,4137.6352,7.66834834433,30.2653592468,-626.089852508,0.14667,-15.34,27.11,-20.4,1.59,8.3,6.48
6906,395.15,24.0,2964.8434,5.39627836754,13.1524356402,-626.081298199,0.11057,-12.88,27.09,-20.29,1.59,8.39,5.96
6907,403.15,16.0,2762.7112,6.24451485866,11.0015641002,-3062.89627135,0.1411,-13.86,23.34,-17.73,1.43,7.03,5.18
6908,384.15,32.0,5831.289,4.58455191267,26.452715747,-672.740377865,0.19844,-12.6,34.98,-24.8,1.98,12.17,6.86
6909,335.15,29.0,4325.4647,6.088188219,24.5331904061,-724.569397342,0.13444,-16.54,32.82,-23.19,1.87,11.5,7.88
6910,429.15,15.0,2129.3674,3.79268817991,13.9083967929,-522.733939506,0.16211,-87253.68,24.0,-18.47,1.46,6.98,6.38
6911,292.15,17.0,3242.272,5.38491672545,17.880637034,-486.839738734,0.16611,-86533.69,24.75,-19.53,1.53,6.75,5.71
6912,326.15,17.0,2910.0073,5.11333083029,15.3966583284,-486.839327143,0.16209,-89339.03,24.78,-19.53,1.53,6.79,5.72
6913,343.65,18.0,2940.1772,5.72696465678,20.5578300983,-562.038696381,0.17044,-90760.14,26.65,-20.33,1.59,7.91,7.23
6914,402.15,19.0,3922.2768,5.40001434906,13.4132705844,-991.021562289,0.13544,-11.3,24.91,-18.9,1.5,7.51,5.9
6915,351.15,38.0,5689.8598,2.79307524066,11.2254219872,-901.368813753,0.2271,-12.95,39.66,-27.16,2.07,14.58,6.78
6916,363.15,29.0,3658.1864,2.39195176791,12.1090203039,-708.397841668,0.19541,-11.38,31.38,-22.22,1.71,10.86,4.64
6917,398.15,31.0,4163.7327,1.97116524675,11.9830201535,-709.62831585,0.22604,-13.85,32.49,-23.08,1.79,11.2,5.02
6918,351.15,28.0,3747.2515,2.61195533461,13.1810898885,-670.313929849,0.23744,-12.58,30.49,-22.0,1.73,10.22,5.03
6919,581.15,74.0,26697.3819,2.8142084642,29.0337090574,-6759.82923818,0.18942,-16.95,74.33,-46.16,3.45,31.62,8.59
6920,447.15,79.0,20652.2273,1.74642665463,23.4080047787,-2185.93621371,0.19214,-24.94,77.12,-45.06,3.31,35.36,13.27
6921,493.15,31.0,4317.3641,7.71776841516,26.7094476719,-1105.97103443,0.27312,-24.75,32.87,-23.78,1.83,10.91,3.94
6922,463.15,32.0,4725.1953,8.01923762087,29.5064548159,-1181.177372,0.28395,-22.89,30.98,-23.86,1.79,8.91,4.01
6923,547.15,29.0,4419.7107,2.61971901547,17.4866544608,-1104.75277369,0.25677,-17.84,31.67,-23.51,1.82,9.99,3.02
6924,493.15,33.0,5089.3307,3.63506518373,24.2045963408,-1256.38092557,0.25874,-29.8,35.22,-25.16,1.92,11.98,4.28
6925,442.15,40.0,7412.1666,2.91151705302,36.2592741753,-1328.56650132,0.14203,-19.9,42.77,-28.8,2.12,16.09,11.37
6926,340.65,56.0,11727.3595,1.9225145149,15.1071650008,-1190.65891057,0.20839,-19.35,57.01,-36.28,2.83,23.56,10.44
6927,530.15,63.0,9522.3424,2.67496383153,11.0003935643,-1385.35069565,0.19756,-17.59,53.28,-34.93,2.52,20.86,10.6
6928,483.15,47.0,11871.3225,5.66521334285,31.2179567869,-1317.77428075,0.15309,-27.83,50.34,-33.44,2.5,19.4,9.72
6929,398.15,40.0,8802.6686,2.23056152796,23.6364518977,-986.207311208,0.18476,-18.05,43.94,-30.76,2.39,15.57,3.79
6930,498.15,30.0,6295.4021,4.48360433691,19.7051312754,-841.585920821,0.15676,-22.48,34.88,-25.12,1.95,11.7,6.97
6931,403.15,41.0,6532.4204,1.81457013642,27.6583496115,-902.781771027,0.20908,-15.88,41.84,-28.53,2.25,15.56,7.24
6932,543.15,61.0,15269.0585,8.35657792461,28.9076136594,-1527.35225996,0.15074,-26.0,57.69,-39.85,2.85,20.69,6.81
6933,453.15,17.0,5229.8988,3.15184579096,7.73222388967,-3155.14478651,0.1429,-9.97,24.79,-19.1,1.49,7.19,3.94
6934,375.15,24.0,2206.1804,1.82028998239,12.466013181,-584.287253683,0.17868,-14.63,26.76,-19.07,1.59,9.27,2.77
6935,378.15,34.0,4993.6594,3.89027262541,12.2042500868,-686.17045578,0.16592,-13.77,35.27,-24.34,1.97,12.9,4.42
6936,438.15,19.0,2684.8816,4.2500905061,10.7186019699,-660.63351541,0.14911,-10.63,24.02,-18.37,1.38,7.02,3.5
6937,519.15,23.0,2971.5995,3.68334927206,19.8743487003,-683.121985896,0.20764,-25.99,26.99,-19.01,1.52,9.5,5.83
6938,499.15,21.0,3927.0076,4.94906271328,10.6671911879,-930.765259441,0.26517,-28.44,26.93,-19.59,1.6,8.94,7.73
6939,501.15,18.0,2241.09,2.58459186333,11.8264419497,-891.448645727,0.2343,-22.13,22.9,-17.43,1.41,6.88,5.9
6940,573.15,21.0,4824.2443,2.01474629172,36.2268612637,-865.166995622,0.14609,-32.41,28.91,-20.8,1.58,9.69,9.66
6941,406.15,60.0,11947.6699,4.64035619538,27.333372139,-1064.63446712,0.20672,-12.1,54.03,-35.94,2.73,20.83,7.18
6942,545.15,19.0,2075.6373,0.803862730819,7.2627911976,-552.383767885,0.16836,-11.34,22.88,-17.66,1.37,6.59,3.11
6943,463.15,19.0,2231.5037,3.72888599316,16.7321511656,-551.612068109,0.23542,-20.85,23.53,-16.39,1.37,8.51,4.43
6944,333.15,28.0,5561.5689,2.77780665454,14.5479883895,-765.3943872,0.16197,-10.56,32.87,-24.17,1.89,10.59,7.83
6945,511.15,13.0,1860.3661,2.82071106993,9.97027479611,-452.857300407,0.15616,-13.68,18.39,-13.75,1.12,5.76,3.1
6946,409.15,20.0,3177.1207,7.40637318058,10.2162620522,-983.755573567,0.11633,-22.96,26.78,-19.55,1.51,8.74,6.14
6947,431.15,25.0,2268.2776,3.54727883031,12.0258870791,-573.039667182,0.19749,-12.3,27.06,-19.93,1.58,8.71,4.82
6948,520.15,20.0,3128.5558,4.73443024133,18.1366049863,-1315.05610768,0.1591,-18.14,27.78,-20.39,1.57,8.97,4.3
6949,361.15,24.0,4907.8667,5.09972580145,17.0474318119,-3163.64110679,0.21384,-12.3,31.19,-21.79,1.74,11.15,7.18
6950,369.15,21.0,3101.0772,5.20270012013,13.7275654972,-1418.62125244,0.22076,-14.28,27.94,-20.07,1.58,9.45,5.11
6951,379.15,24.0,5290.8946,2.03312114002,14.5710601364,-698.790120153,0.18249,-96975.15,32.96,-25.08,1.96,9.84,7.99
6952,484.15,19.0,6213.8321,3.88114226871,26.2040449572,-1326.60786688,0.17205,-19.87,28.62,-21.72,1.65,8.55,5.2
6953,332.15,24.0,3513.0051,2.72718495706,15.9781316242,-924.122699426,0.16711,-7.33,28.28,-20.86,1.63,9.05,4.14
6954,388.15,19.0,3627.0186,5.00987471899,13.4349369842,-1140.12417274,0.17721,-12.51,26.93,-19.48,1.54,8.99,9.11
6955,296.65,26.0,2904.8568,1.37873300171,6.22131437801,-679.208586827,0.27106,-7.29,30.99,-18.98,1.75,13.77,8.03
6956,363.65,17.0,2729.8626,3.571500007,7.38815243278,-881.589936651,0.20925,-12.3,22.78,-17.16,1.41,7.03,3.98
6957,358.15,28.0,6328.3784,4.19398792797,11.9527162411,-1150.74191522,0.17833,-9.98,34.2,-24.22,1.88,11.86,6.67
6958,403.15,25.0,3650.1992,5.08060447683,15.0308239302,-644.181452006,0.19431,-15.48,30.28,-21.48,1.69,10.49,5.81
6959,440.15,15.0,2804.1828,1.81012895121,5.27983196986,-1045.87269398,0.1912,-5.57,21.91,-17.26,1.35,6.0,1.7
6960,415.15,19.0,1930.3107,4.67225963962,14.6783388025,-763.226418247,0.15542,-15.11,24.06,-17.93,1.42,7.54,3.22
6961,326.15,26.0,3933.8268,3.01273436765,23.1866898798,-1012.09448023,0.21315,-15.74,31.16,-22.23,1.71,10.65,5.47
6962,433.15,27.0,4856.5621,1.97315589095,17.0930139718,-806.466609092,0.15289,-11.17,31.92,-23.22,1.76,10.45,6.76
6963,455.15,12.0,2469.682,7.80590497572,18.9285287159,-1039.85865901,0.1386,-32.79,19.77,-15.69,1.26,5.34,2.11
6964,493.15,15.0,1310.9811,7.8856285875,7.08077681049,-487.272658046,0.20718,-18.55,19.15,-15.03,1.27,5.39,2.77
6965,337.15,26.0,1960.7174,2.94984592648,15.4166917164,-481.965145151,0.19989,-8.18,25.11,-18.89,1.5,7.71,2.79
6966,330.65,22.0,3767.9725,5.37684522559,16.3972309806,-1262.11263104,0.17637,-11.03,29.28,-20.94,1.65,10.0,4.44
6967,344.15,23.0,5195.1646,5.63151922398,26.4368574955,-1337.31630195,0.17438,-12.89,30.55,-21.98,1.72,10.29,5.39
6968,372.65,22.0,2123.6879,5.27091015765,16.9920647127,-855.814799204,0.27947,-17.02,24.71,-18.79,1.47,7.38,0.46
6969,468.15,14.0,3425.001,3.01146203197,7.62098863534,-1504.49649603,0.21324,-6.35,23.81,-17.57,1.35,7.59,3.38
6970,432.15,12.0,2416.6489,4.19538994016,12.3509255018,-1097.81513011,0.19357,-10.64,19.89,-16.09,1.25,5.05,1.25
6971,397.15,22.0,4024.5856,3.84593198328,12.6457390239,-1328.86434023,0.19541,-13.5,29.66,-22.48,1.68,8.87,1.87
6972,341.65,16.0,4398.158,2.86916312014,16.2850005966,-1386.76965947,0.1458,-8.9,27.01,-19.93,1.55,8.63,7.26
6973,447.15,21.0,3045.3717,3.40126506612,15.5862469873,-611.847828797,0.18638,-15.22,25.82,-19.02,1.48,8.27,3.86
6974,334.15,29.0,5140.0683,3.49858213281,6.41945135896,-695.547531913,0.20644,-9.78,31.31,-22.6,1.74,10.46,5.31
6975,319.15,24.0,3725.3598,2.81345316115,6.59219291966,-638.002260898,0.22638,-9.33,28.0,-19.88,1.56,9.69,5.99
6976,421.15,13.0,1649.4049,5.41669395296,7.1189884471,-584.320498692,0.1981,-15.27,19.19,-13.68,1.1,6.61,5.53
6977,406.15,26.0,4639.0639,1.81033769502,7.29488960095,-539.828374719,0.21907,-11.63,31.32,-21.54,1.8,11.58,6.5
6978,439.15,16.0,2265.8185,2.64477969971,9.89035050289,-836.10172082,0.28636,-20.81,22.38,-16.77,1.4,7.02,7.42
6979,377.15,20.0,3833.7604,4.3894246115,13.656888672,-1289.79527898,0.16013,-12.35,27.77,-21.47,1.65,7.94,4.9
6980,430.15,13.0,2174.6857,3.00454907432,8.13325972412,-1077.95651575,0.18777,-10.0,20.6,-16.61,1.3,5.29,0.82
6981,393.15,23.0,4531.5268,2.83089341022,13.7473609166,-1309.00824118,0.18404,-11.58,30.7,-23.04,1.74,9.4,2.4
6982,364.65,20.0,2254.2965,2.15228579887,7.02749869441,-535.59590745,0.27252,-13.59,23.48,-16.64,1.38,8.23,6.43
6983,321.65,14.0,2752.1251,1.87943088726,9.05784206696,-3318.00433701,0.19895,-7.46,22.04,-17.2,1.41,6.25,2.31
6984,318.95,28.0,6622.4778,2.10604083769,37.0639464605,-856.578999813,0.16346,-15.5,34.2,-24.16,1.9,11.94,9.81
6985,406.15,27.0,6493.6394,7.03104513284,32.8561863654,-798.373275355,0.13874,-14.51,32.82,-23.7,1.84,10.96,8.03
6986,434.15,16.0,4439.5949,4.40559147561,12.8291290589,-1820.98603929,0.17304,-16.89,26.91,-20.84,1.58,7.65,6.01
6987,335.65,17.0,1973.3765,5.53731497208,9.45981673237,-856.268426246,0.26012,-17.96,22.49,-16.58,1.33,7.23,5.33
6988,457.15,25.0,2686.3691,4.01735397619,14.3966869869,-573.04500195,0.18523,-13.97,27.46,-20.45,1.62,8.63,4.68
6989,308.65,35.0,5433.3165,1.69795692819,12.6320442178,-845.015366971,0.21692,-12.32,40.0,-25.41,1.96,16.56,8.17
6990,314.15,14.0,2357.1577,3.21576411293,9.99687329168,-757.984122113,0.16784,-87641.73,22.78,-18.67,1.49,5.6,2.69
6991,353.15,29.0,6104.6425,5.35084667506,24.2533549743,-766.395813674,0.20195,-14.9,33.98,-24.09,1.88,11.78,7.08
6992,331.15,46.0,12290.4213,2.118948678,15.2826272067,-739.811222978,0.21563,-8.94,49.35,-33.35,2.77,18.77,7.58
6993,326.15,21.0,2640.5012,3.17877176752,5.67315167522,-598.648185708,0.17641,-8.39,25.52,-18.63,1.46,8.34,6.34
6994,472.15,21.0,3632.0279,6.08557292784,21.8998008534,-967.798426717,0.17687,-18.7,27.0,-20.93,1.63,7.7,4.43
6995,397.15,32.0,6924.3598,5.93962978139,26.2810830171,-805.709018564,0.20632,-15.78,36.45,-25.62,2.0,12.83,7.38
6996,377.15,15.0,1920.2308,3.62340947865,12.561570075,-982.478284268,0.26203,-10.54,22.66,-15.43,1.12,8.34,7.23
6997,345.15,30.0,5008.0184,0.11917764052,14.1213013742,-692.351153382,0.18888,-8.85,33.6,-24.22,1.89,11.28,6.53
6998,351.15,15.0,2739.2315,1.09671947644,6.68989229809,-1137.08254911,0.20346,-9.55,22.83,-17.71,1.37,6.5,1.81
6999,401.15,27.0,3306.7563,1.4007481501,6.45652982879,-649.196834379,0.16903,-11.94,29.98,-21.75,1.7,9.92,4.49
7000,399.15,14.0,1982.9858,1.65699851841,14.3896419893,-734.54500794,0.18922,-10.84,21.03,-15.47,1.15,6.71,4.76
7001,312.65,28.0,7143.6919,5.48988770559,10.1443182989,-1608.72247856,0.21986,-10.31,36.53,-25.0,1.77,13.3,7.53
7002,318.65,23.0,3277.4367,5.06169242546,23.0461989879,-517.646836508,0.2113,-12.19,27.63,-19.46,1.58,9.75,6.57
7003,505.15,22.0,4837.7268,7.82377702839,26.62652537,-1059.96541664,0.11196,-21.45,29.13,-21.76,1.64,9.01,6.98
7004,328.65,35.0,8241.6133,2.72870376186,9.24141811737,-845.019208721,0.20582,-11.66,39.5,-27.66,2.16,14.0,8.17
7005,435.15,12.0,2788.2446,2.11053360551,14.2367986075,-977.473162989,0.18593,-15.42,20.57,-15.43,1.17,6.31,2.82
7006,469.15,22.0,2802.6781,3.58948923107,5.72202581347,-574.67356019,0.19175,-10.79,26.11,-19.17,1.53,8.47,6.57
7007,366.65,18.0,2364.4865,1.89736000011,6.43082789383,-555.475962137,0.18556,-11.01,22.98,-17.11,1.37,7.24,4.62
7008,401.15,22.0,4511.3412,1.65176543432,13.9288757001,-971.608675021,0.19905,-10.63,29.39,-20.52,1.54,10.4,8.08
7009,396.15,27.0,2834.4086,4.82833986998,23.1789294302,-462.098520592,0.26505,-11.87,28.54,-20.03,1.65,10.16,4.18
7010,319.35,26.0,5186.9584,1.40804094756,16.6247507226,-539.816418816,0.22346,-14.61,31.69,-22.24,1.9,11.35,5.61
7011,438.15,20.0,3531.2134,3.54645343125,9.25419970338,-933.822876601,0.1759,-14.9,26.48,-19.78,1.52,8.22,4.61
7012,328.65,28.0,6050.9599,4.89673205005,19.4088141608,-790.387353841,0.18194,-10.65,33.07,-23.34,1.78,11.51,7.26
7013,343.15,95.0,47585.6782,3.03668631406,21.3223619311,-2850.28322072,0.28336,-4.84,96.35,-59.33,4.88,41.9,10.62
7014,343.15,101.0,49993.0858,2.89554596234,25.2285634732,-2009.65468015,0.32143,-5.58,97.74,-58.38,4.74,44.09,12.5
7015,463.15,20.0,3823.6497,4.74729294335,23.4536935321,-983.767731275,0.11744,-21.3,27.15,-20.45,1.58,8.29,6.12
7016,330.15,16.0,3616.4055,5.46043770498,3.43019858172,-1213.12510192,0.16107,-7.82,27.47,-19.92,1.54,9.09,5.89
7017,368.15,21.0,4712.6626,3.71884336589,7.74611353841,-1211.26866536,0.14367,-8.76,29.05,-20.83,1.53,9.74,8.35
7018,379.15,20.0,4582.0051,5.64706387957,20.6382848585,-1041.71045085,0.14829,-11.34,28.6,-20.87,1.6,9.34,8.06
7019,423.15,34.0,5182.0415,5.14213570027,17.6050725744,-1013.95532099,0.16788,-13.72,36.69,-25.57,1.98,13.09,3.88
7020,352.65,31.0,6580.2909,3.35053811947,16.9701994255,-829.710216851,0.18572,-11.98,36.05,-25.35,1.93,12.63,7.44
7021,475.15,21.0,7854.6132,4.36882775353,5.59697351253,-2048.56745642,0.14566,-8.72,32.23,-24.21,1.83,9.84,5.51
7022,433.15,21.0,3908.0016,4.57092893622,16.0717181406,-1278.18436296,0.17052,-16.75,28.33,-21.07,1.66,8.92,3.77
7023,456.15,17.0,3267.8849,5.77699156742,10.2331336764,-3060.11457831,0.19555,-13.24,23.87,-18.52,1.44,6.79,1.28
7024,489.15,19.0,4145.904,6.11798543967,22.8489457389,-3069.01875295,0.16914,-16.62,26.46,-19.6,1.56,8.42,4.82
7025,442.15,18.0,2670.613,3.20066869888,12.3843739676,-919.723586964,0.19769,-12.34,24.02,-17.84,1.43,7.62,4.92
7026,435.15,21.0,2037.5126,4.18927474511,11.0214882493,-495.623781661,0.17846,-13.15,24.08,-18.08,1.45,7.45,4.77
7027,431.15,15.0,3460.4221,2.04924939185,8.66847242137,-1120.13445272,0.20854,-8.63,23.12,-16.97,1.29,7.44,3.87
7028,445.15,22.0,3243.3431,3.73141496486,25.1512078706,-889.928986869,0.1669,-20.84,27.38,-20.12,1.57,8.82,2.36
7029,449.15,29.0,7317.6387,4.76592405521,33.9303204238,-1085.53195463,0.17871,-21.77,35.33,-26.13,2.0,11.2,5.34
