,tm,num_atms,r2extent,edmn,eqmn,total_energy,hlg,cpe,cce,cde,cre,ctne,smd
13731,503.15,39.0,17586.934,5.27602075148,51.8657458374,-1884.36552787,0.10554,-22.8,49.38,-34.47,2.55,17.46,5.74
13732,422.15,33.0,17857.797,4.28383802682,23.3419081821,-2344.04294848,0.1371,-22.2,46.33,-32.27,2.43,16.5,7.18
13733,431.15,31.0,10362.4642,5.98513988892,28.6642927012,-1194.95320728,0.12462,-14.37,39.3,-28.08,2.13,13.34,6.01
13734,506.15,29.0,10470.6527,5.5031562998,29.4203145673,-1284.92224774,0.12594,-15.96,38.73,-27.58,2.07,13.22,7.39
13735,498.15,39.0,18059.4695,3.42751157985,27.4938513299,-1880.51407085,0.10615,-18.59,50.0,-34.79,2.6,17.81,4.77
13736,451.15,43.0,17897.3114,3.64870126072,38.2279691256,-1535.45206916,0.10161,-19.39,51.82,-35.91,2.67,18.58,6.37
13737,484.15,42.0,15040.3157,2.85201841859,42.3164918467,-1460.2496843,0.10519,-17.12,50.58,-34.68,2.59,18.5,5.43
13738,483.15,41.0,19186.5483,3.48017102597,49.7340884613,-1625.42700326,0.10685,-21.79,51.8,-35.57,2.64,18.86,9.06
13739,475.15,45.0,17537.6619,7.09345863525,36.5441862796,-1499.58173205,0.10223,-17.29,53.37,-37.01,2.77,19.12,7.21
13740,484.15,42.0,23634.3438,1.31146283211,30.1596638978,-1857.21688058,0.10413,-15.43,54.63,-37.38,2.68,19.93,8.85
13741,487.15,43.0,19452.9372,5.25205845931,31.5689327523,-1634.67843727,0.10408,-20.73,52.72,-36.38,2.68,19.01,6.87
13742,514.15,39.0,20768.5459,4.88926320216,30.5745925801,-4451.30333552,0.10819,-20.19,52.46,-36.31,2.71,18.86,4.15
13743,352.15,36.0,11095.4215,3.50231194927,26.017332336,-1240.13301425,0.12511,-11.58,43.4,-31.09,2.28,14.59,7.21
13744,388.15,34.0,10585.1363,6.35626244738,41.1154241002,-1313.11038637,0.11927,-14.09,42.05,-29.72,2.18,14.51,9.34
13745,499.15,48.0,21592.5202,5.50830665268,36.5656185782,-1651.02527089,0.12496,-22.57,55.71,-38.76,2.83,19.78,9.61
13746,491.15,40.0,17883.9056,1.97855903374,30.115203264,-1885.41441613,0.11731,-16.7,50.87,-36.27,2.65,17.25,7.08
13747,528.15,37.0,12266.4617,6.84523200118,13.4147789617,-1402.74793932,0.12515,-17.51,45.76,-32.09,2.35,16.02,6.96
13748,558.15,33.0,8402.6039,5.19074999398,20.5196668206,-981.538801418,0.12895,-21.62,38.94,-28.29,2.16,12.8,5.79
13749,518.15,33.0,7512.6607,5.41369687921,22.5027686959,-886.434899459,0.13214,-17.87,38.26,-27.96,2.14,12.45,1.83
13750,377.15,33.0,9774.1135,3.28675617136,23.9151662346,-1660.39566031,0.12662,-11.92,43.31,-29.98,2.2,15.53,7.32
13751,406.15,41.0,18997.1661,10.3000051049,31.8144679009,-1794.36810329,0.13432,-18.85,50.13,-34.93,2.61,17.81,7.64
13752,526.15,32.0,10604.3775,3.16521092662,25.5503158916,-1676.42922418,0.12796,-14.02,42.41,-29.62,2.16,14.96,5.9
13753,508.15,36.0,10975.6744,6.01155884858,17.6084474804,-1331.36270775,0.11709,-15.24,44.14,-30.76,2.24,15.63,7.28
13754,581.15,32.0,10067.9341,4.81416833212,8.46212964684,-1365.90989902,0.1308,-16.96,39.81,-28.96,2.21,13.06,5.29
13755,501.15,33.0,7304.2672,6.99346162641,23.7079737742,-886.429117756,0.13236,-20.39,38.63,-27.79,2.14,12.99,2.03
13756,543.15,33.0,12433.3868,2.14299764349,14.8467495065,-2190.42854231,0.13389,-12.02,43.36,-32.19,2.38,13.55,5.56
13757,511.15,32.0,8819.358,2.30997309941,19.8617572923,-1287.29200303,0.12995,-13.54,38.95,-29.08,2.14,12.01,3.94
13758,388.15,41.0,14090.201,3.31550858391,21.4392516518,-2365.41738115,0.15548,-18.8,50.43,-34.42,2.5,18.51,8.62
13759,383.15,48.0,14098.5102,0.783884806588,21.0669290256,-1699.59775989,0.14683,-20.28,53.33,-35.74,2.63,20.22,10.18
13760,369.65,44.0,14503.7128,4.12036919948,28.6908683628,-2044.66873542,0.16354,-18.09,52.1,-35.89,2.66,18.87,8.78
13761,567.15,33.0,7518.0342,5.43007804088,21.6207580998,-969.135029913,0.13152,-19.66,39.43,-27.46,2.02,13.99,7.9
13762,527.15,36.0,10630.364,6.09256382568,28.7984343566,-1348.42074414,0.11584,-12.36,43.57,-30.95,2.22,14.84,6.32
13763,453.15,33.0,9443.9111,1.10358855558,29.1712480849,-1883.83310097,0.1593,-21.74,43.0,-29.56,2.19,15.62,8.91
13764,492.15,43.0,19109.2824,3.76821812134,55.4605407736,-2069.57405398,0.13993,-25.6,53.48,-38.41,2.75,17.82,10.21
13765,607.15,62.0,25823.2331,9.2846156851,23.7941603806,-2406.54078446,0.14648,-24.57,66.76,-44.84,3.32,25.23,5.92
13766,494.15,38.0,13468.7231,5.82798394044,33.4755061361,-1427.69054986,0.12962,-14.67,44.46,-32.64,2.37,14.19,7.13
13767,524.15,34.0,16014.2993,3.69863423036,26.5319457628,-3883.97072134,0.12852,-13.49,42.9,-31.92,2.32,13.3,4.85
13768,575.15,62.0,29035.4992,8.30869115445,51.8900045562,-1452.48897718,0.16109,-29.55,68.45,-46.23,3.6,25.83,12.59
13769,515.15,57.0,14086.7466,6.48784436389,25.5672405418,-1876.22280076,0.1906,-23.87,62.63,-37.26,2.77,28.13,10.79
13770,485.15,59.0,18433.4035,5.04135264488,27.4391706024,-1492.07736549,0.15985,-28.1,62.19,-41.46,3.14,23.86,12.46
13771,549.15,47.0,11995.5066,7.99854496893,25.1099485282,-1202.59707685,0.16888,-24.35,50.7,-34.2,2.58,19.08,9.94
13772,504.15,39.0,7050.4649,5.01547167373,22.925266687,-1067.88229986,0.16945,-21.35,42.46,-29.6,2.29,15.14,9.28
13773,329.65,32.0,3366.6606,3.48297983198,9.37247886687,-635.625472167,0.22548,-10.41,32.36,-22.9,1.78,11.24,4.66
13774,505.15,32.0,13788.3165,3.43938201717,30.5205669344,-2114.61971193,0.13152,-15.36,42.53,-31.64,2.28,13.17,7.51
13775,523.15,47.0,15157.9207,6.26960342446,40.513355365,-1451.50509547,0.12079,-22.19,52.66,-36.91,2.66,18.41,10.55
13776,533.15,34.0,11991.6449,6.01923630455,23.7581081097,-953.094458411,0.13617,-22.76,39.83,-29.46,2.18,12.54,5.7
13777,549.15,36.0,14428.7098,3.69714973054,40.3133570265,-1542.28408821,0.13602,-23.19,43.42,-31.64,2.34,14.12,7.62
13778,533.15,36.0,17952.1436,2.58851896845,24.9392724527,-3653.48838469,0.13668,-23.83,43.81,-31.88,2.35,14.28,7.14
13779,518.15,36.0,9061.3771,8.61630030233,19.3418049822,-1082.68923022,0.13264,-27.52,41.71,-29.17,2.16,14.7,7.23
13780,436.15,42.0,12047.9739,1.35719182874,16.2180724502,-1376.74658468,0.13851,-11.64,48.27,-33.68,2.52,17.12,6.32
13781,411.15,45.0,12600.4666,1.33830428154,15.4940250426,-1416.06976157,0.13864,-10.08,50.93,-35.52,2.67,18.08,6.63
13782,411.15,43.0,15257.9363,2.45044148063,27.3185699721,-1911.54179805,0.13362,-13.53,51.79,-36.34,2.72,18.17,7.37
13783,493.15,43.0,6524.1887,2.35124786018,42.5043940269,-924.819713791,0.16579,-17.56,39.98,-28.25,2.1,13.82,7.03
13784,475.15,44.0,6751.6233,4.57627030889,16.7199492831,-1000.01620835,0.17381,-17.58,41.25,-28.49,2.12,14.88,6.76
13785,535.15,32.0,5954.4417,9.15284427159,29.7847840182,-839.034944719,0.17086,-22.94,35.42,-25.62,1.97,11.77,6.22
13786,390.15,29.0,4714.4599,4.5310947132,18.9090350753,-840.632021856,0.24058,-15.53,31.17,-22.31,1.72,10.58,7.94
13787,486.15,44.0,10789.8265,0.291827072082,13.4087893756,-1001.64368967,0.14077,-9.25,47.15,-32.83,2.4,16.73,6.74
13788,391.15,58.0,11827.1364,4.81977871484,31.4510677631,-1009.28277071,0.18614,-11.91,50.79,-35.35,2.65,18.09,7.61
13789,481.15,69.0,15435.4103,3.18425139397,14.5886309783,-1426.89795162,0.25605,-15.18,58.73,-40.39,2.98,21.32,9.66
13790,479.15,60.0,11692.6275,1.04327528007,18.0797599948,-1122.51428265,0.27434,-11.95,51.3,-35.33,2.55,18.52,8.44
13791,425.15,63.0,14472.7613,2.88503497726,13.196683109,-1199.08812377,0.2748,-14.24,55.33,-37.42,2.8,20.71,9.76
13792,374.15,64.0,11562.6079,1.80980630179,18.0599046587,-1274.23686229,0.29646,-14.85,52.12,-36.8,2.66,17.98,7.23
13793,425.15,53.0,10010.2237,3.65183952824,28.4822444542,-968.769091652,0.18955,-14.23,47.17,-32.58,2.4,16.99,7.75
13794,497.15,52.0,8471.2586,4.79116526432,17.941457302,-1117.05606057,0.21748,-20.31,47.07,-31.58,2.34,17.83,9.17
13795,398.15,60.0,9812.1878,1.66589017945,16.6817027197,-1010.47570773,0.24466,-8.92,50.64,-34.8,2.6,18.44,7.01
13796,530.15,55.0,9354.6039,2.56227706738,10.1248554607,-969.902112021,0.29111,-12.5,47.35,-32.68,2.4,17.07,7.72
13797,510.15,54.0,10408.2448,2.55546074711,31.136205083,-1044.0059151,0.20977,-18.86,47.8,-32.91,2.42,17.31,8.41
13798,400.15,64.0,12317.8319,0.886864335736,15.7494283665,-1125.03049403,0.30603,-10.42,53.13,-36.96,2.71,18.88,7.37
13799,581.15,59.0,10020.7337,3.44389647057,33.3970256932,-1196.53813937,0.21965,-19.26,50.87,-34.16,2.48,19.19,9.14
13800,401.15,60.0,13954.1974,3.51843625067,24.5604056276,-1122.65292846,0.19619,-13.73,53.25,-36.44,2.7,19.51,9.28
13801,449.15,54.0,10237.3515,3.11408296614,42.8434487249,-1043.99240004,0.21699,-19.59,47.98,-32.84,2.43,17.58,8.18
13802,420.15,84.0,26779.3774,1.98940779379,17.4991435313,-1549.24257805,0.23665,-14.77,71.73,-47.24,3.44,27.93,11.15
13803,531.15,62.0,14642.6561,1.30277441639,17.8792115081,-1198.74693149,0.19227,-15.57,55.86,-36.87,2.71,21.7,10.7
13804,397.15,71.0,17058.0889,1.80031773307,9.26728690556,-1129.64722711,0.31026,-7.31,61.06,-41.4,3.12,22.78,8.25
13805,479.15,55.0,8765.4544,4.55473187136,28.4382310958,-1119.2100317,0.21617,-17.21,47.49,-32.8,2.4,17.09,7.79
13806,459.15,63.0,12086.7905,2.81953853494,14.3377219571,-1199.03015658,0.21656,-14.01,53.59,-36.38,2.67,19.88,8.18
13807,485.15,56.0,9882.4945,2.51365819673,25.1984525051,-1045.21721642,0.21461,-16.16,48.63,-33.39,2.45,17.69,7.97
13808,461.15,55.0,9865.4942,4.51658418941,8.07461248792,-1119.21406767,0.20601,-20.95,49.12,-33.15,2.44,18.41,8.75
13809,424.15,62.0,13271.6919,3.459978643,22.315041846,-1123.86385526,0.21825,-12.87,52.95,-36.19,2.67,19.43,9.01
13810,378.15,67.0,15852.6135,2.63969700345,19.3802334261,-1276.45458157,0.24699,-12.02,57.16,-39.06,2.89,20.99,9.64
13811,387.15,57.0,9016.5912,2.10973292386,24.3495175178,-971.198638153,0.21916,-12.44,47.01,-32.92,2.4,16.49,6.86
13812,379.15,75.0,25716.9779,3.08170152675,13.6405310494,-1506.30657576,0.19701,-15.79,68.63,-45.21,3.38,26.79,12.19
13813,474.15,68.0,16841.6086,2.3815518764,26.8434452196,-1351.71490933,0.21706,-16.05,59.07,-39.62,2.92,22.37,10.89
13814,513.15,62.0,12973.9077,3.60552065727,29.0887082539,-1273.07644196,0.21833,-16.62,53.99,-36.94,2.73,19.78,9.48
13815,477.15,53.0,8201.4377,2.34881398795,8.31305617027,-968.668321334,0.25169,-13.33,46.15,-31.81,2.34,16.68,7.86
13816,366.65,55.0,9961.6801,1.69311896215,15.7191949202,-969.987636045,0.25292,-7.43,47.85,-33.2,2.46,17.12,7.64
13817,471.15,62.0,14120.799,4.57921422189,30.3872518782,-1161.70592676,0.18574,-13.75,55.57,-37.64,2.78,20.71,8.37
13818,433.15,65.0,15710.5473,0.907905578791,5.41000910166,-1088.90924239,0.23906,-5.36,55.28,-38.32,2.82,19.78,7.31
13819,498.15,66.0,16560.7881,2.19279344672,13.5342945908,-1164.1170816,0.23921,-10.96,56.85,-39.15,2.88,20.58,7.41
13820,471.15,53.0,8860.1695,1.35273809734,14.4931545521,-947.858957779,0.25042,-12.65,44.94,-32.29,2.38,15.03,5.74
13821,381.15,64.0,14248.9575,1.88248685786,14.8598642968,-1087.93536022,0.23057,-7.63,54.96,-37.76,2.82,20.02,8.91
13822,524.15,53.0,14165.936,1.51482453439,14.1028840277,-2384.64455031,0.19199,-17.01,51.11,-35.08,2.57,18.59,7.31
13823,505.15,71.0,16589.7855,4.21972048126,26.2759329532,-1391.76282777,0.20242,-15.03,62.57,-40.37,2.96,25.16,9.85
13824,423.15,65.0,15121.2813,3.40788420431,9.42767730091,-1163.15465037,0.24144,-12.44,55.82,-38.08,2.81,20.54,9.19
13825,537.15,62.0,12623.6837,1.93737588248,18.5072649684,-1123.83787741,0.23706,-13.41,53.57,-36.44,2.69,19.83,8.62
13826,439.15,64.0,18732.8617,2.36579103261,17.8311268514,-1162.8903862,0.19296,-11.37,55.47,-39.4,2.86,18.93,8.14
13827,473.15,72.0,17292.7794,3.39776044771,41.9804176569,-1279.84730847,0.23378,-17.59,62.43,-41.3,3.08,24.21,9.64
13828,438.15,62.0,11626.1073,3.93907447378,23.1665644432,-1123.87586102,0.22617,-10.77,53.24,-36.03,2.67,19.88,8.83
13829,451.15,69.0,23869.2029,1.38136563226,23.1963052845,-1315.55449536,0.19317,-11.85,61.2,-42.68,3.12,21.64,10.41
13830,429.15,50.0,11417.3108,3.93792842114,21.060788,-1079.47560083,0.15663,-12.91,50.0,-33.86,2.56,18.7,8.5
13831,388.15,38.0,3956.8728,1.86736185567,16.8736689365,-734.342136004,0.2257,-13.7,35.98,-24.71,1.92,13.19,7.0
13832,415.15,43.0,7997.2317,3.08982607439,19.0021237105,-924.852918315,0.16967,-11.78,41.87,-29.77,2.23,14.33,8.11
13833,423.15,26.0,2835.073,3.5642938403,13.7349204483,-556.982349519,0.22474,-11.55,28.8,-20.08,1.61,10.33,5.24
13834,336.15,24.0,3612.4082,1.76241249712,6.79572097941,-3035.33506622,0.17009,-4.68,28.4,-21.49,1.65,8.56,3.6
13835,369.65,39.0,8935.1475,4.26270600558,11.5158406172,-885.317157267,0.15645,-11.89,41.29,-29.97,2.26,13.58,7.44
13836,402.15,46.0,8132.5649,5.27203008337,16.2487295771,-964.170672886,0.16837,-12.4,44.66,-30.76,2.34,16.23,8.44
13837,409.15,47.0,8820.5216,2.18067771805,21.386573269,-1362.30406062,0.22492,-13.86,48.2,-31.78,2.37,18.8,7.52
13838,421.15,65.0,12280.8056,1.08112394294,9.12993365474,-1088.89496472,0.23606,-5.45,54.78,-37.57,2.78,19.99,7.21
13839,449.15,83.0,23864.2054,3.01219101818,37.0731428042,-1734.62859286,0.26281,-24.97,72.42,-47.14,3.51,28.78,14.07
13840,393.15,71.0,15782.9736,2.59366930429,17.9868897525,-1278.88993034,0.2526,-14.55,59.19,-40.05,2.94,22.08,9.3
13841,356.65,82.0,26605.5856,4.63345782111,19.3137099673,-1622.31273077,0.24454,-18.9,72.85,-47.26,3.53,29.11,13.93
13842,365.15,57.0,25184.6356,4.55169844564,57.5398101783,-2213.93727886,0.21505,-26.11,63.39,-43.11,3.19,23.47,8.59
13843,495.15,74.0,18719.3807,3.85565653294,25.2017704765,-1281.06775214,0.19598,-13.08,61.51,-41.59,3.04,22.96,9.69
13844,352.65,75.0,15483.6947,0.238673752223,0.862378750898,-1057.85536393,0.32847,-1.66,61.25,-41.23,3.05,23.07,7.89
13845,439.15,73.0,16506.6583,4.98892491024,31.8962671256,-1504.34082045,0.21969,-24.45,62.01,-40.76,2.97,24.22,12.25
13846,397.15,68.0,16102.752,2.57008205706,14.1429120156,-3773.24968592,0.19015,-13.54,58.61,-40.11,2.95,21.45,9.3
13847,389.15,81.0,19479.8738,2.21525653819,19.1563218701,-1584.20872759,0.26867,-15.24,68.15,-44.1,3.24,27.28,12.65
13848,431.15,75.0,20862.7051,3.20148768231,18.9587980808,-3927.13527429,0.26132,-14.51,65.78,-43.36,3.21,25.63,10.98
13849,503.15,71.0,22718.3025,2.65973639671,51.6715532386,-4111.06737832,0.21708,-40.24,63.67,-42.32,3.09,24.45,11.68
13850,495.15,70.0,18823.0387,5.96994052064,42.0316233229,-1465.00659002,0.21725,-29.93,60.42,-40.87,2.96,22.52,10.52
13851,381.15,66.0,14995.4901,2.66708637655,54.1391891262,-1238.37598924,0.22121,-19.02,55.87,-38.06,2.78,20.59,9.39
13852,439.15,85.0,31646.8244,3.51020214375,28.0900123644,-4269.57307312,0.25446,-22.6,76.91,-49.27,3.67,31.32,13.34
13853,460.15,67.0,14360.0493,4.18836837563,26.146545951,-1164.35973936,0.26607,-18.19,55.35,-38.38,2.8,19.77,8.08
13854,445.15,66.0,11758.5209,2.42679688684,19.3806978541,-1238.3534659,0.22968,-18.47,56.35,-37.17,2.75,21.93,8.81
13855,495.15,69.0,11928.9945,2.31556945264,21.3690680169,-1389.81434056,0.2109,-19.77,59.65,-37.46,2.71,24.9,10.65
13856,439.15,70.0,21047.4928,2.46623356153,38.115191813,-2159.93451204,0.2349,-22.48,61.67,-41.4,3.05,23.32,8.14
13857,429.15,64.0,11803.74,1.2762873736,5.60425462216,-1087.92773372,0.23387,-8.84,53.54,-36.84,2.73,19.44,8.35
13858,390.15,68.0,15241.536,2.93755229741,35.054180894,-1202.4687382,0.22342,-13.62,57.53,-39.4,2.89,21.02,9.76
13859,418.15,65.0,11754.0737,4.5415470591,32.8831668393,-1163.17479426,0.22299,-21.13,55.58,-36.89,2.73,21.42,9.14
13860,449.15,64.0,10590.5614,5.1959069218,17.0536669837,-1237.17400179,0.21457,-18.93,55.35,-35.79,2.62,22.18,9.53
13861,459.15,81.0,22363.3393,3.51850716782,19.1876359117,-1584.20947371,0.27357,-19.2,71.0,-45.15,3.35,29.19,13.71
13862,406.15,83.0,25612.9279,1.15393944382,23.0296907878,-4268.35415038,0.1967,-21.34,74.59,-46.54,3.41,31.46,12.99
13863,539.15,68.0,14297.4031,4.39424557461,28.9169140892,-1388.85776178,0.26585,-27.91,58.17,-38.23,2.82,22.76,10.89
13864,481.15,71.0,16263.7381,2.156266164,31.5254499004,-1540.28495406,0.21814,-28.16,62.43,-40.27,2.97,25.13,12.61
13865,379.15,77.0,19091.8337,1.44594104306,28.5455556968,-1618.9040361,0.22078,-25.89,67.87,-42.33,3.14,28.68,13.61
13866,515.15,66.0,17411.2137,4.70215257409,21.0961442356,-1350.48354595,0.20636,-25.56,58.53,-39.15,2.85,22.23,11.24
13867,495.15,22.0,4144.9067,3.15505185377,7.10468740692,-645.868483257,0.15178,-15.73,27.32,-20.2,1.58,8.7,6.19
13868,503.15,36.0,7943.7048,5.45354591527,15.0893087038,-937.298567465,0.15978,-19.94,41.42,-28.68,2.22,14.96,8.79
13869,509.15,32.0,11046.6042,5.17129250671,20.8542433495,-1026.03299937,0.11625,-13.47,39.33,-28.37,2.11,13.07,9.09
13870,455.15,30.0,9499.7868,3.06275751244,17.5542356245,-1281.12990973,0.12555,-10.07,38.03,-27.69,2.09,12.43,6.25
13871,360.15,79.0,20265.3778,3.41572559495,25.4080462136,-1582.96334857,0.23535,-17.29,68.19,-43.72,3.24,27.71,13.12
13872,403.15,67.0,14541.2296,1.62717515652,27.3678463515,-1276.47831808,0.21635,-17.66,58.17,-38.84,2.87,22.19,10.59
13873,433.15,21.0,2601.4809,3.41564204506,26.5441637819,-573.700545652,0.24698,-16.48,23.53,-17.5,1.42,7.44,5.79
13874,410.15,38.0,6953.2361,2.17376261353,10.5625067489,-958.569616781,0.21152,-17.88,41.52,-27.74,2.19,15.97,10.15
13875,419.15,50.0,11048.6498,1.40201814896,22.0883790899,-1115.82112941,0.20622,-15.3,52.35,-34.2,2.72,20.87,11.52
13876,348.35,36.0,8707.4707,2.7549601685,25.6413000994,-846.000748654,0.15673,-12.36,39.07,-28.53,2.15,12.69,7.16
13877,415.15,38.0,10590.3544,9.03216320103,23.1770897668,-1033.58400567,0.13029,-21.44,42.1,-30.5,2.33,13.93,9.5
13878,543.15,41.0,7626.4277,1.53770364505,13.2520535073,-1016.48412413,0.14056,-11.83,42.77,-30.07,2.17,14.88,5.51
13879,379.15,26.0,4600.6363,5.14745580068,17.9006651784,-1050.01227378,0.16762,-10.15,32.74,-22.61,1.75,11.88,4.9
13880,447.15,39.0,10295.0747,6.66742024849,24.357523207,-1104.2454133,0.18793,-17.09,41.8,-29.09,2.15,14.86,7.33
13881,360.15,31.0,4882.4949,4.7537073753,9.69492131273,-709.615427122,0.17332,-11.79,33.81,-24.08,1.89,11.62,5.31
13882,545.15,43.0,13051.9239,3.12532460074,15.0206078399,-1216.48677471,0.13423,-15.86,46.22,-34.33,2.48,14.38,8.2
13883,555.15,46.0,14670.4497,6.45710221229,26.6257685686,-1255.77854474,0.1245,-26.73,49.73,-35.91,2.64,16.46,8.45
13884,561.15,46.0,13181.7645,6.6371493203,19.3138380225,-1255.77326366,0.1262,-26.84,49.24,-34.99,2.58,16.83,8.29
13885,537.15,46.0,14575.0353,3.49566627412,17.0747346164,-1255.80685145,0.13409,-15.99,48.99,-35.89,2.61,15.71,8.7
13886,554.15,47.0,16222.7322,7.19107693534,29.7039130336,-1330.95788983,0.12254,-35.7,50.68,-36.59,2.72,16.8,9.41
13887,563.15,43.0,16412.106,7.028245318,18.7173733649,-1676.04936427,0.12715,-26.53,49.19,-35.77,2.63,16.05,8.02
13888,566.15,43.0,20398.8723,7.01789806281,20.6695993476,-3787.26026541,0.12711,-26.47,49.72,-36.43,2.68,15.98,7.23
13889,508.15,42.0,12903.7507,2.45156152279,24.7001710984,-1232.52837579,0.13304,-18.33,45.75,-34.03,2.48,14.19,7.19
13890,554.15,42.0,13558.0608,1.81816701928,20.7629980995,-1232.51864493,0.13417,-17.97,45.63,-33.94,2.45,14.14,6.78
13891,511.15,47.0,14838.4625,7.68098260576,11.7823522469,-1272.93880152,0.12301,-27.23,50.93,-35.49,2.65,18.09,8.04
13892,552.15,41.0,12693.6683,3.9518670132,21.6958470263,-1248.56845207,0.1307,-19.12,45.15,-33.74,2.46,13.87,5.77
13893,448.15,57.0,22506.8162,4.41861884982,33.3225048919,-1595.33618083,0.13619,-26.42,59.74,-42.52,3.07,20.29,10.78
13894,521.15,39.0,13080.4505,5.86726439578,21.6714934287,-1553.25297937,0.13068,-26.88,45.34,-33.57,2.44,14.21,6.57
13895,565.15,49.0,18437.3909,2.92309378741,17.7797706225,-1370.1290075,0.13123,-16.65,51.82,-38.19,2.73,16.35,8.75
13896,552.15,43.0,11951.1998,4.6755342283,16.4330395445,-1328.57406028,0.10018,-29.33,46.97,-33.47,2.45,15.95,8.03
13897,568.15,49.0,13752.4999,3.86949732911,12.6745610508,-1390.95038676,0.0991,-19.58,51.15,-35.77,2.58,17.97,8.28
13898,565.15,40.0,11337.3565,2.1177673928,15.3033786792,-1177.13731688,0.11558,-18.18,43.76,-32.39,2.37,13.74,6.64
13899,570.15,45.0,9594.9706,9.35737183081,21.5299175479,-1292.649223,0.12625,-36.71,48.52,-32.33,2.4,18.6,8.07
13900,486.15,42.0,12092.8524,5.61821751359,22.8586102611,-1232.46301048,0.1258,-27.55,47.12,-33.4,2.49,16.21,7.5
13901,491.15,45.0,13400.1541,4.44724329107,18.8660342831,-1271.79268578,0.10546,-22.49,48.9,-35.45,2.59,16.04,8.09
13902,573.15,44.0,16957.9004,6.3047524432,35.3336325595,-1436.98026702,0.11017,-22.27,49.64,-36.04,2.61,16.21,10.66
13903,537.15,42.0,14423.2102,6.91160963597,15.0650780413,-1692.05107154,0.12596,-26.71,48.96,-34.62,2.57,16.9,7.55
13904,495.15,42.0,15786.9413,3.3945974754,10.2250108592,-1692.06202776,0.10257,-22.68,48.38,-35.26,2.58,15.69,7.67
13905,513.15,42.0,15481.6759,5.794776975,29.2084827059,-1692.05362008,0.12437,-27.4,49.36,-35.12,2.62,16.86,7.59
13906,557.15,42.0,16310.5279,2.40080340095,16.2434649072,-2151.66067701,0.11694,-17.41,50.17,-36.06,2.63,16.73,7.83
13907,543.15,42.0,16626.5389,4.29601868362,16.7295654125,-3803.27145963,0.10328,-21.67,48.45,-35.34,2.57,15.68,6.86
13908,513.15,42.0,16478.1835,1.59014983885,22.4133239942,-3803.28435429,0.11848,-18.92,48.92,-35.42,2.59,16.09,7.04
13909,533.15,42.0,19007.6326,2.63813216121,15.9293463403,-3803.28467186,0.11914,-18.61,48.93,-36.03,2.64,15.54,7.04
13910,535.15,42.0,14815.2574,1.92438980199,24.7308241476,-1243.25415355,0.10207,-104378.99,49.76,-37.53,2.72,14.96,7.26
13911,473.15,56.0,20517.5544,4.55243490124,25.6460358488,-1611.32290556,0.12189,-33.03,60.09,-41.69,3.08,21.49,10.63
13912,574.15,38.0,11159.9303,6.90776635028,10.9061185667,-1569.25556852,0.12182,-27.65,45.35,-32.64,2.41,15.12,5.81
13913,575.15,40.0,12007.9593,5.00808520395,24.7434056241,-1264.55110803,0.0995,-23.95,45.05,-33.05,2.42,14.42,5.28
13914,465.15,46.0,19485.3417,9.46362052969,26.5955842833,-4212.22940805,0.10663,-32.77,55.84,-38.22,2.82,20.44,12.42
13915,503.15,41.0,12006.0488,2.24308902632,25.6967335833,-1248.50330637,0.1014,-24.84,45.63,-33.22,2.41,14.81,6.2
13916,567.15,41.0,11868.4929,3.56802128357,24.7011117669,-1248.51768032,0.11716,-20.44,45.57,-33.26,2.42,14.74,6.34
13917,568.15,54.0,19097.756,2.23715702623,30.8046592176,-1559.89499059,0.11866,-22.03,55.89,-40.18,2.89,18.61,10.03
13918,560.15,30.0,5714.2758,8.04486651412,17.4797922536,-891.935476456,0.13725,-23.3,33.57,-25.37,1.91,10.11,6.27
13919,556.15,41.0,11303.0773,3.71584624278,13.9070102574,-1161.10362166,0.11989,-16.33,44.26,-32.63,2.37,14.0,7.93
13920,538.15,44.0,16485.9171,6.83655895681,27.0393850098,-1349.60999435,0.12236,-29.31,48.53,-35.2,2.59,15.92,8.92
13921,535.15,49.0,17575.1773,5.38599563776,32.6015250795,-1295.08161428,0.11737,-21.69,51.12,-37.5,2.71,16.34,8.88
13922,553.15,44.0,12651.4568,6.90092588715,18.7884644495,-1200.40399367,0.12702,-27.34,47.93,-34.15,2.54,16.31,8.2
13923,538.15,41.0,14866.6271,5.66252634872,19.3949862168,-1620.693474,0.11733,-16.89,46.49,-34.15,2.49,14.83,8.01
13924,533.15,46.0,13386.9219,2.94326747171,19.8082883794,-1661.15763328,0.11044,-18.16,51.63,-35.36,2.64,18.91,9.84
13925,553.15,41.0,14805.5487,6.80204489474,13.8687619033,-2080.26116089,0.1228,-24.65,49.32,-34.58,2.56,17.3,7.84
13926,534.15,43.0,14625.4411,11.5832675295,24.5558584134,-1365.57682036,0.12301,-31.24,48.6,-34.46,2.53,16.66,10.58
13927,513.15,42.0,11328.6574,4.61777519591,19.691957292,-1236.32255643,0.1197,-22.53,45.44,-33.17,2.42,14.69,8.45
13928,563.15,42.0,12080.5211,7.11290537615,12.686633879,-1236.30470825,0.12672,-28.83,46.56,-33.2,2.46,15.82,8.27
13929,469.15,53.0,19014.4618,1.94969971534,24.6593434649,-1504.66345045,0.11954,-19.23,56.01,-39.73,2.91,19.19,12.28
13930,523.15,45.0,14295.271,5.72432962451,28.2175205424,-1275.6098111,0.12555,-29.24,49.18,-35.19,2.6,16.59,9.16
